,Protein,Subgraph,Degree,Information,Betweenness,Network,isoelectric point,negatively charged particle,positively charged particle,absorbance,Pred_Cluster
4430,YEL074W,7901709300.0,1,1.3606247999999999,0.0,0.0,9.75739,8,18,0.70357,1385
4431,YEL057C,7901709300.0,1,1.3606247999999999,0.0,0.0,9.76215,24,39,0.59883,1386
4432,YDR290W,7901709300.0,1,1.3606247999999999,0.0,0.0,6.703189999999999,9,9,1.79476,1385
4433,YCL049C,7901709300.0,1,1.3606247999999999,0.0,0.0,4.68353,44,29,2.18715,1386
4434,YBR262C,7901709300.0,1,1.3606247999999999,0.0,0.0,7.967219999999999,13,14,3.38561,1385
4435,YBR261C,7900624900.0,1,1.3606247999999999,0.0,0.0,5.08124,35,26,1.52661,-1
4436,YOL032W,7868981800.0,1,1.3606247999999999,0.0,0.0,5.135190000000001,28,22,0.9913,1387
4437,YLR130C,7868981800.0,1,1.3606247999999999,0.0,0.0,5.02606,46,25,1.1778899999999999,1387
4438,YER101C,7868981800.0,1,1.3606247999999999,0.0,0.0,8.954039999999999,47,55,1.2565600000000001,1387
4439,YNL178W,7753645600.0,2,1.7594741999999999,194.35191,0.0,9.42218,31,38,0.39826999999999996,1388
4440,YLL062C,7746700800.0,2,1.7594743999999998,173.52176,0.0,5.3681,43,33,1.39945,1388
4441,YJL025W,7733154800.0,2,1.7594743999999998,246.27614,0.0,8.37445,60,64,1.3516299999999999,1388
4442,YLR189C,7520863200.0,2,1.7594743999999998,27.47127,0.0,7.1525300000000005,155,154,1.11986,1389
4443,YKR085C,7520863200.0,2,1.7594743999999998,27.47127,0.0,10.184389999999999,15,36,1.3525200000000002,1389
4444,YGL013C,7453922300.0,1,1.3606247999999999,0.0,0.0,6.49799,120,114,0.8385600000000001,1390
4445,YFR012W,7430065700.0,1,1.3606247999999999,0.0,0.0,9.16107,6,13,1.3572899999999999,1390
4446,YMR132C,7426422800.0,1,1.3606247999999999,0.0,0.0,9.06757,29,37,1.3034700000000001,1390
4447,YHR062C,7391203800.0,2,1.7594741999999999,529.03406,0.0,9.75934,25,39,0.46363000000000004,1391
4448,YKR074W,7374879200.0,1,1.3606247999999999,0.0,0.0,5.964169999999999,27,24,1.08161,1391
4449,YDR421W,7281391100.0,1,1.3606247999999999,0.0,0.0,5.92401,131,121,1.0117,1392
4450,YKL070W,7267129900.0,1,1.3606247999999999,0.0,0.0,9.18463,22,27,1.42277,1392
4451,YOL013C,7152600600.0,3,2.0616256999999996,165.2514,2.0,5.42328,63,48,1.10169,-1
4452,YER176W,7082540000.0,1,1.3606247999999999,0.0,0.0,9.44647,129,177,0.6515,1393
4453,YJL208C,7045801000.0,3,2.0616256999999996,10354.15,0.0,8.94855,36,43,0.83636,1393
4454,YOR321W,6984431600.0,2,1.7594741999999999,359.0997,0.0,6.4320699999999995,72,66,2.26473,1394
4455,YKL188C,6981698000.0,2,1.7594741999999999,3863.259,0.0,9.008610000000001,100,115,0.77874,1394
4456,YOR252W,6959369200.0,2,1.7594741999999999,933.5058,0.0,10.065,24,39,0.34143,1395
4457,YDL062W,6951582200.0,1,1.3606247999999999,0.0,0.0,8.79694,12,15,0.81266,1395
4458,YER087C-B,6922203600.0,2,1.7594741999999999,18.551973,0.0,10.51788,3,11,0.17105,1396
4459,YOR132W,6910934500.0,3,2.0616256999999996,0.0,3.0,6.47845,80,78,0.9248799999999999,1396
4460,YOR279C,6888610300.0,3,2.0616256999999996,659.544,1.0,9.04193,50,54,0.6512399999999999,1397
4461,YMR312W,6882759200.0,6,2.6458201,319.5036,4.2,6.18304,23,19,0.5374,1397
4462,YOR050C,6855779800.0,1,1.3606247999999999,0.0,0.0,9.33685,8,13,0.28159,1398
4463,YEL047C,6855779800.0,1,1.3606247999999999,0.0,0.0,5.9295,56,50,0.46308999999999995,1398
4464,YLR417W,6775653400.0,4,2.2984583,620.9302,1.3333334,5.97235,71,64,0.76277,1399
4465,YBR131W,6738070000.0,3,2.0616256999999996,218.96187,0.0,5.11346,89,67,1.34409,1399
4466,YIL163C,6714126800.0,1,1.3606247999999999,0.0,0.0,10.61102,5,22,0.94358,1399
4467,YGL126W,6714126800.0,1,1.3606247999999999,0.0,0.0,9.86249,18,36,2.60072,1399
4468,YKR006C,6698347000.0,2,1.7594741999999999,127.50336999999999,0.0,9.00531,36,42,0.95124,1399
4469,YPR128C,6625441300.0,6,2.6458204,10650.257,0.4,9.77582,20,35,0.9078299999999999,1400
4470,YJR012C,6571140100.0,1,1.3606247999999999,0.0,0.0,4.61298,28,15,0.58539,1400
4471,YDR288W,6559975900.0,2,1.7594741999999999,10100.0,0.0,5.22797,45,35,0.39851,1400
4472,YJR135W-A,6474656300.0,2,1.7594741999999999,0.0,2.0,5.23578,11,9,0.051210000000000006,1401
4473,YOR363C,6470431700.0,2,1.7594743999999998,10100.0,0.0,7.66193,118,120,0.68338,1401
4474,YOL104C,6462463000.0,2,1.7594741999999999,153.92287,0.0,7.554989999999999,38,39,0.97025,1401
4475,YDR330W,6443570700.0,1,1.3606247999999999,0.0,0.0,4.56085,89,52,0.60816,1401
4476,YLR194C,6415744000.0,1,1.3606247999999999,0.0,0.0,4.95294,16,12,1.20587,-1
4477,YHR203C,6400364500.0,2,1.7594741999999999,10100.0,0.0,10.087710000000001,27,49,0.64723,-1
4478,YOR309C,6392680400.0,1,1.3606247999999999,0.0,0.0,12.53302,4,56,0.19055999999999998,1402
4479,YOL118C,6392680400.0,1,1.3606247999999999,0.0,0.0,10.20319,5,20,1.53419,1402
4480,YJL175W,6392680400.0,1,1.3606247999999999,0.0,0.0,4.64825,9,6,1.29713,1402
4481,YFL001W,6392680400.0,1,1.3606247999999999,0.0,0.0,9.34027,51,69,0.92291,1403
4482,YBR041W,6392680400.0,1,1.3606247999999999,0.0,0.0,8.54303,71,77,1.5982,1403
4483,YDL114W,6353209300.0,3,2.0616256999999996,10126.601999999999,0.0,9.51556,24,36,0.56598,1404
4484,YKR008W,6326439400.0,1,1.3606247999999999,0.0,0.0,5.14728,92,69,0.8311700000000001,1404
4485,YOR205C,6267637800.0,1,1.3606247999999999,0.0,0.0,9.34943,56,80,1.15226,1405
4486,YNL186W,6267637800.0,1,1.3606247999999999,0.0,0.0,5.3476,128,104,0.74268,1405
4487,YKL003C,6267637800.0,1,1.3606247999999999,0.0,0.0,9.83807,15,23,0.39679000000000003,1405
4488,YDL045W-A,6267637800.0,1,1.3606247999999999,0.0,0.0,9.92267,5,16,1.11876,1405
4489,YLR237W,6261577700.0,4,2.2984586,1045.0951,0.0,6.6334800000000005,42,40,2.44107,1406
4490,YPL132W,6257371100.0,3,2.0616256999999996,538.3699,0.0,8.833680000000001,37,42,0.82291,1406
4491,YMR260C,6217456100.0,1,1.3606247999999999,0.0,0.0,4.69489,37,25,0.58618,1407
4492,YDR384C,6201416700.0,4,2.2984586,694.07025,0.0,4.57452,20,12,1.49909,1407
4493,YDR509W,6136183300.0,1,1.3606247999999999,0.0,0.0,10.09821,4,16,1.1377700000000002,-1
4494,YBR115C,6080856100.0,2,1.7594743999999998,89.88295,0.0,5.63214,172,147,1.13774,1408
4495,YEL058W,6078515200.0,1,1.3606247999999999,0.0,0.0,5.58148,71,57,0.81816,1408
4496,YIL121W,6065366000.0,1,1.3606247999999999,0.0,0.0,9.26202,35,53,1.08484,1408
4497,YDR126W,6027567600.0,2,1.7594741999999999,498.6332,0.0,7.09161,30,30,1.93035,1409
4498,YDR038C,6009029600.0,3,2.0616256999999996,20518.283,0.0,5.32745,131,104,1.05782,1409
4499,YPL101W,5978993700.0,5,2.48909,0.0,5.0,9.45197,52,63,0.61382,1410
4500,YBR058C-A,5957198300.0,3,2.0616256999999996,0.0,3.0,8.76141,6,8,1.52049,1410
4501,YKR058W,5868036600.0,1,1.3606247999999999,0.0,0.0,4.24896,114,45,1.0247,-1
4502,YOR297C,5801902600.0,4,2.2984586,836.59973,2.0,8.911439999999999,16,20,1.46139,1411
4503,YNR034W,5785787900.0,1,1.3606247999999999,0.0,0.0,7.09943,43,43,0.92014,1411
4504,YDR492W,5762231800.0,2,1.7594741999999999,20196.0,0.0,8.7934,19,26,1.51365,1412
4505,YOL035C,5755309100.0,1,1.3606247999999999,0.0,0.0,7.95282,4,5,1.24748,1412
4506,YLL029W,5740485100.0,1,1.3606247999999999,0.0,0.0,6.4032599999999995,96,90,1.15704,1413
4507,YDR020C,5728121300.0,1,1.3606247999999999,0.0,0.0,4.8040199999999995,38,26,0.8325,1413
4508,YDR323C,5710529500.0,1,1.3606247999999999,0.0,0.0,8.756160000000001,65,76,0.66846,1413
4509,YPL263C,5683510300.0,1,1.3606247999999999,0.0,0.0,5.01117,124,93,1.5732700000000002,-1
4510,YBL018C,5592563200.0,2,1.7594743999999998,712.20593,0.0,4.70673,24,15,1.91462,-1
4511,YJR095W,5511106600.0,2,1.7594741999999999,457.72577,0.0,9.77704,23,42,0.71435,1414
4512,YOR196C,5482546200.0,2,1.7594743999999998,10100.0,0.0,9.55157,48,69,0.94385,1414
4513,YDR039C,5427776000.0,2,1.7594741999999999,3.266794,0.0,5.32745,131,104,1.0576299999999998,1415
4514,YMR222C,5404119000.0,1,1.3606247999999999,0.0,0.0,4.6845099999999995,25,12,1.12154,1415
4515,YGR026W,5275070000.0,1,1.3606247999999999,0.0,0.0,9.89655,18,42,2.4641900000000003,1416
4516,YOR345C,5253376000.0,1,1.3606247999999999,0.0,0.0,9.0224,8,12,1.6684900000000003,1416
4517,YJL031C,5171018200.0,3,2.0616256999999996,547.87305,0.0,6.73883,50,49,2.3083,1417
4518,YGL239C,5161287200.0,2,1.7594741999999999,270.74048,0.0,8.79803,7,10,0.04382,1417
4519,YDR441C,5157765600.0,2,1.7594741999999999,118.2054,0.0,4.836,27,15,0.22991,1417
4520,YGR055W,5133691400.0,3,2.0616256999999996,306.66534,0.0,7.535830000000001,39,40,1.7791700000000001,1417
4521,YPR203W,5104268300.0,1,1.3606247999999999,0.0,0.0,9.15875,11,16,0.54905,1418
4522,YLR164W,5104268300.0,1,1.3606247999999999,0.0,0.0,9.45416,10,17,1.1703299999999999,1418
4523,YOR292C,5096363500.0,3,2.0616256999999996,728.775,0.0,5.55585,29,22,2.00582,1419
4524,YNL138W-A,5092031000.0,1,1.3606247999999999,0.0,0.0,9.84479,10,16,1.29148,1419
4525,YBR077C,5003262500.0,4,2.2984586,1173.787,0.0,4.91266,22,14,0.8815700000000001,1420
4526,YCR075C,4989230100.0,3,2.0616256999999996,334.5949,0.0,8.916080000000001,14,19,2.5396799999999997,1420
4527,YHR032W,4978948600.0,2,1.7594741999999999,240.77552999999997,0.0,5.770569999999999,55,45,1.19852,1420
4528,YMR069W,4950501400.0,2,1.7594741999999999,10100.0,0.0,8.31989,33,36,1.06623,1420
4529,YNR011C,4871806500.0,2,1.7594741999999999,100.43717,0.0,8.57391,112,120,0.69485,1421
4530,YBL098W,4840141800.0,1,1.3606247999999999,0.0,0.0,8.59845,58,63,0.81453,1421
4531,YPR073C,4808467500.0,1,1.3606247999999999,0.0,0.0,7.0018899999999995,22,22,1.09451,1421
4532,YKL181W,4765230100.0,5,2.48909,647.3598,2.0833333,5.45319,62,49,0.45486000000000004,1421
4533,YHL046C,4700022300.0,1,1.3606247999999999,0.0,0.0,5.13422,10,7,1.23685,1422
4534,YNR025C,4691863000.0,2,1.7594741999999999,86.36295,0.0,8.66193,4,6,1.4710299999999998,1422
4535,YHR189W,4573115400.0,2,1.7594741999999999,11411.625,0.0,9.92255,13,25,1.63625,-1
4536,YGR036C,4539646500.0,1,1.3606247999999999,0.0,0.0,8.73932,16,20,1.57276,1424
4537,YFL015C,4539646500.0,1,1.3606247999999999,0.0,0.0,9.91888,6,17,1.7126599999999998,1424
4538,YER035W,4539646500.0,1,1.3606247999999999,0.0,0.0,10.14301,14,30,0.1932,1423
4539,YDR478W,4539646500.0,1,1.3606247999999999,0.0,0.0,9.66351,18,35,0.74,1423
4540,YDL096C,4539646500.0,1,1.3606247999999999,0.0,0.0,8.88007,4,8,0.33316,1424
4541,YDL061C,4539646500.0,1,1.3606247999999999,0.0,0.0,10.065489999999999,4,12,1.33479,1424
4542,YDL050C,4539646500.0,1,1.3606247999999999,0.0,0.0,7.709410000000001,12,13,0.7339899999999999,1424
4543,YDL026W,4539646500.0,1,1.3606247999999999,0.0,0.0,9.20636,5,8,1.148,1424
4544,YLR435W,4405508100.0,5,2.4890897,21345.982000000004,0.0,4.10907,55,21,1.37289,1425
4545,YBR248C,4403877400.0,1,1.3606247999999999,0.0,0.0,5.34393,77,63,0.98866,1425
4546,YOR364W,4362632700.0,2,1.7594741999999999,2775.8845,0.0,10.481630000000001,6,21,0.4373,1426
4547,YJR040W,4348307500.0,5,2.48909,2516.114,0.0,6.69733,76,74,1.2838100000000001,1426
4548,YER188W,4319471600.0,1,1.3606247999999999,0.0,0.0,4.7984,29,15,2.17688,1427
4549,YDL180W,4319471600.0,1,1.3606247999999999,0.0,0.0,5.21466,53,36,1.1459,1427
4550,YKR011C,4267878910.0,2,1.7594743999999998,29.58401,0.0,8.8465,43,50,1.35837,1428
4551,YDR254W,4252181250.0,3,2.0616256999999996,380.18637,0.0,8.89752,54,61,1.0408,1428
4552,YBL019W,4213574140.0,1,1.3606247999999999,0.0,0.0,9.24371,62,79,0.8617299999999999,1428
4553,YCL057W,4164126210.0,1,1.3606247999999999,0.0,0.0,5.50861,97,79,1.3935799999999998,1428
4554,YNL122C,4065559300.0,1,1.3606247999999999,0.0,0.0,12.25897,1,26,1.05562,1429
4555,YCR036W,4024637180.0,1,1.3606247999999999,0.0,0.0,5.166440000000001,46,35,0.71499,1429
4556,YIL030C,4015479810.0,3,2.0616256999999996,269.5969,0.0,5.86774,145,125,1.2489700000000001,1429
4557,YMR101C,3955871490.0,1,1.3606247999999999,0.0,0.0,9.5274,35,51,1.14442,1430
4558,YIL082W,3926676740.0,1,1.3606247999999999,0.0,0.0,8.804260000000001,36,41,1.03023,1430
4559,YDR405W,3916101380.0,3,2.0616256999999996,608.8113400000001,0.0,9.44989,34,44,1.0354700000000001,1430
4560,YPR145W,3808742660.0,1,1.3606247999999999,0.0,0.0,5.73077,83,68,1.48745,1431
4561,YJL054W,3788492540.0,5,2.48909,10135.399,2.6666667,5.61298,72,65,1.13229,1431
4562,YER147C,3787306240.0,3,2.0616256999999996,92.50344,1.0,7.969060000000001,70,73,1.37192,1431
4563,YLR395C,3786336510.0,1,1.3606247999999999,0.0,0.0,10.41559,2,13,0.52995,1431
4564,YNL246W,3719344380.0,3,2.0616256999999996,1307.2598,0.0,4.6441,59,36,1.44179,1432
4565,YLR466W,3711716610.0,1,1.3606247999999999,0.0,0.0,6.827210000000001,170,167,1.19333,1432
4566,YNL046W,3652172290.0,1,1.3606247999999999,0.0,0.0,10.25348,9,23,0.9664,1433
4567,YDR366C,3612439300.0,2,1.7594741999999999,149.2069,0.0,9.15338,7,12,1.33691,1433
4568,YLR065C,3548339970.0,2,1.7594741999999999,173.64026,0.0,10.210139999999999,9,30,1.52594,-1
4569,YHR092C,3525297150.0,2,1.7594741999999999,47.26518,0.0,6.281680000000001,49,47,1.75037,1434
4570,YPR004C,3524614910.0,1,1.3606247999999999,0.0,0.0,8.7215,35,40,0.49372,1434
4571,YGL036W,3514088450.0,2,1.7594741999999999,75.64468000000001,0.0,5.69781,92,75,0.8862899999999999,1434
4572,YPL257W-B,3493353470.0,1,1.3606247999999999,0.0,0.0,8.14252,193,198,0.9668399999999999,1435
4573,YHL031C,3487448830.0,2,1.7594741999999999,0.0,2.0,9.477360000000001,21,27,0.77694,1435
4574,YDR215C,3466488830.0,2,1.7594741999999999,143.8798,0.0,10.94672,7,16,0.55858,1435
4575,YDR461W,3442830340.0,2,1.7594743999999998,176.562,0.0,7.88385,4,5,1.8120599999999998,1436
4576,YBR244W,3434407940.0,1,1.3606247999999999,0.0,0.0,8.756039999999999,19,23,0.89265,1436
4577,YBR190W,3434407940.0,1,1.3606247999999999,0.0,0.0,10.12518,4,13,1.6653900000000001,1436
4578,YHR106W,3376675330.0,1,1.3606247999999999,0.0,0.0,6.41376,38,36,0.67167,1437
4579,YGL079W,3374235650.0,3,2.0616256999999996,252.66893,0.0,4.24518,44,19,0.24895,1437
4580,YOR226C,3333405700.0,2,1.7594743999999998,308.8422,0.0,9.58929,13,22,0.3742,1438
4581,YBR277C,3323230720.0,1,1.3606247999999999,0.0,0.0,9.09747,7,11,0.23755,1438
4582,YBR096W,3323230720.0,1,1.3606247999999999,0.0,0.0,8.70685,23,29,1.6955099999999999,1438
4583,YMR150C,3239953920.0,2,1.7594741999999999,8025.644,0.0,7.0037199999999995,18,18,1.78725,1439
4584,YBR015C,3235420930.0,1,1.3606247999999999,0.0,0.0,5.87714,82,74,1.12899,1439
4585,YOR165W,3212254460.0,2,1.7594741999999999,272.35632000000004,0.0,5.151669999999999,131,98,1.0782,1440
4586,YJL043W,3197752580.0,1,1.3606247999999999,0.0,0.0,5.14227,33,23,1.62579,1440
4587,YER150W,3197752580.0,1,1.3606247999999999,0.0,0.0,4.1807300000000005,10,3,0.32309,1440
4588,YBR090C,3186608640.0,1,1.3606247999999999,0.0,0.0,11.20502,5,20,1.8658299999999999,1440
4589,YJL193W,3157610240.0,1,1.3606247999999999,0.0,0.0,9.55072,21,38,1.28884,1441
4590,YOR111W,3146500350.0,2,1.7594741999999999,10100.0,0.0,4.68939,39,26,1.16592,1441
4591,YGR125W,3044533250.0,1,1.3606247999999999,0.0,0.0,7.01227,101,100,1.0650600000000001,1442
4592,YOR071C,3032701700.0,2,1.7594741999999999,54.58801999999999,0.0,7.81854,38,40,2.37459,1442
4593,YGL021W,3029165060.0,3,2.0616256999999996,506.31237999999996,0.0,9.62006,77,108,0.84335,1442
4594,YDL099W,2990477570.0,2,1.7594741999999999,64.1969,0.0,4.540830000000001,76,46,0.43088000000000004,1443
4595,YDR538W,2983800060.0,1,1.3606247999999999,0.0,0.0,9.691469999999999,20,30,0.80313,1443
4596,YDL218W,2983800060.0,1,1.3606247999999999,0.0,0.0,8.15094,23,25,1.2792700000000001,1443
4597,YMR134W,2945754110.0,1,1.3606247999999999,0.0,0.0,5.29828,43,33,0.55156,1444
4598,YOR338W,2933348350.0,1,1.3606247999999999,0.0,0.0,9.83234,40,60,0.88521,1444
4599,YIL064W,2927194880.0,1,1.3606247999999999,0.0,0.0,4.95416,37,29,1.1434600000000001,1444
4600,YOL103W,2903362820.0,2,1.7594741999999999,2115.604,0.0,8.52765,47,52,1.0958,1445
4601,YBR237W,2886955520.0,1,1.3606247999999999,0.0,0.0,8.22308,135,139,0.41486000000000006,1445
4602,YGR216C,2874154500.0,3,2.0616256999999996,263.03986000000003,0.0,9.20526,42,59,1.14991,1445
4603,YGR177C,2873620990.0,1,1.3606247999999999,0.0,0.0,5.57062,71,56,1.16596,1445
4604,YBL068W,2871805700.0,3,2.0616256999999996,143.18375,2.0,5.9381699999999995,41,35,0.30949,1445
4605,YIL158W,2819758340.0,1,1.3606247999999999,0.0,0.0,6.75604,26,26,0.9041299999999999,1446
4606,YDL167C,2816559360.0,3,2.0616256999999996,10486.155,0.0,6.40045,62,56,0.9485100000000001,1446
4607,YJL212C,2801776380.0,1,1.3606247999999999,0.0,0.0,8.96027,54,68,2.30913,1446
4608,YBR263W,2762144510.0,2,1.7594741999999999,82.015114,0.0,8.82892,49,55,0.84399,1447
4609,YDR081C,2760448770.0,1,1.3606247999999999,0.0,0.0,6.00995,102,91,1.2170100000000001,1447
4610,YKL019W,2753603580.0,3,2.0616256999999996,10140.868,0.0,4.96295,47,31,2.3811400000000003,-1
4611,YLL046C,2747048960.0,2,1.7594741999999999,40.605709999999995,0.0,9.9118,31,55,0.21516999999999997,1448
4612,YMR119W,2741052160.0,2,1.7594741999999999,99.26738,0.0,5.60785,72,63,1.03096,1448
4613,YGR208W,2734426880.0,2,1.7594741999999999,91.94991999999999,0.0,5.06451,46,36,0.5384899999999999,1449
4614,YOL122C,2732461060.0,1,1.3606247999999999,0.0,0.0,6.15594,52,47,0.97521,1449
4615,YNR049C,2726213630.0,1,1.3606247999999999,0.0,0.0,10.02924,19,31,0.72632,1449
4616,YLR181C,2709292800.0,2,1.7594741999999999,176.66281,0.0,4.49469,70,39,0.93474,1449
4617,YKR070W,2668805380.0,1,1.3606247999999999,0.0,0.0,8.76947,39,43,1.09401,1450
4618,YBR269C,2632523520.0,1,1.3606247999999999,0.0,0.0,7.83685,19,20,0.39248,1450
4619,YHR109W,2623349250.0,2,1.7594741999999999,68.592316,0.0,4.88068,92,61,0.9192600000000001,1450
4620,YHR053C,2575009790.0,1,1.3606247999999999,0.0,0.0,5.68085,8,7,0.22555,1451
4621,YPL183W-A,2567471100.0,1,1.3606247999999999,0.0,0.0,11.284239999999999,1,19,0.46458,1451
4622,YKL167C,2567471100.0,1,1.3606247999999999,0.0,0.0,9.37921,16,21,0.63013,1451
4623,YGR076C,2567471100.0,1,1.3606247999999999,0.0,0.0,10.0423,15,36,1.0174,1451
4624,YGL064C,2567471100.0,1,1.3606247999999999,0.0,0.0,9.94952,53,89,0.6291100000000001,1451
4625,YMR010W,2563713540.0,1,1.3606247999999999,0.0,0.0,5.61603,40,35,1.64875,1451
4626,YBL081W,2468559100.0,2,1.7594743999999998,2347.9424,0.0,8.56525,13,15,1.20884,-1
4627,YNL220W,2416891650.0,1,1.3606247999999999,0.0,0.0,8.148010000000001,55,57,1.1329,-1
4628,YAL030W,2364754180.0,2,1.7594743999999998,81.93531,0.0,7.878480000000001,16,17,0.65184,1452
4629,YNR015W,2364450560.0,2,1.7594741999999999,204.91464,0.0,9.03387,40,50,0.82142,1452
4630,YJL035C,2314113280.0,2,1.7594741999999999,10100.0,0.0,6.70465,31,30,0.84224,1453
4631,YDL245C,2298947840.0,2,1.7594741999999999,88.053505,0.0,8.38531,42,47,1.77958,1453
4632,YNL320W,2209417730.0,1,1.3606247999999999,0.0,0.0,7.63007,28,29,1.52006,1454
4633,YDR387C,2193853180.0,2,1.7594741999999999,489.0314,0.0,8.41901,38,42,1.114,1454
4634,YLR454W,2189684740.0,2,1.7594741999999999,35.452103,0.0,8.18878,329,338,0.9038299999999999,1454
4635,YOR325W,2148372220.0,1,1.3606247999999999,0.0,0.0,8.52057,11,15,0.16975,1454
4636,YJR127C,2093537410.0,2,1.7594741999999999,394.69067,0.0,8.26715,133,140,0.8642700000000001,1455
4637,YBR285W,2075271420.0,2,1.7594741999999999,621.67664,0.0,6.82941,23,23,0.46548,1455
4638,YNL212W,2009997700.0,1,1.3606247999999999,0.0,0.0,4.9649,133,104,1.08172,1456
4639,YPL073C,2005491970.0,3,2.0616256999999996,10102.61,0.0,9.05756,16,21,0.28233,1456
4640,YDR472W,2001513470.0,3,2.0616256999999996,0.0,3.0,7.01093,28,28,0.65886,1456
4641,YPR068C,1994183170.0,1,1.3606247999999999,0.0,0.0,5.08575,66,45,1.36004,1457
4642,YPL116W,1994183170.0,1,1.3606247999999999,0.0,0.0,6.746639999999999,92,88,1.22223,1457
4643,YNR018W,1968544380.0,1,1.3606247999999999,0.0,0.0,9.47589,25,33,1.7185700000000002,-1
4644,YPL200W,1943690240.0,2,1.7594741999999999,28.209726,0.0,5.154719999999999,17,13,1.7599799999999999,-1
4645,YLR334C,1917749500.0,1,1.3606247999999999,0.0,0.0,6.88202,8,8,0.44206999999999996,1458
4646,YKL114C,1917749500.0,1,1.3606247999999999,0.0,0.0,8.34125,49,52,0.95262,1458
4647,YJL055W,1917749500.0,1,1.3606247999999999,0.0,0.0,5.41254,34,25,1.02106,1458
4648,YHR067W,1917749500.0,1,1.3606247999999999,0.0,0.0,8.94196,30,37,1.29195,1458
4649,YOR316C,1911234690.0,1,1.3606247999999999,0.0,0.0,5.8131699999999995,44,28,0.92442,1459
4650,YJL131C,1911234690.0,1,1.3606247999999999,0.0,0.0,9.89825,46,75,0.6884899999999999,1459
4651,YDR450W,1901044480.0,1,1.3606247999999999,0.0,0.0,10.27008,15,27,1.0028,1459
4652,YKL180W,1886063620.0,1,1.3606247999999999,0.0,0.0,10.9212,13,36,0.97035,1460
4653,YOR034C,1881213060.0,3,2.0616256999999996,189.08891,0.0,6.26898,76,69,1.4173200000000001,1460
4654,YNR063W,1869457920.0,1,1.3606247999999999,0.0,0.0,6.1463,76,71,0.9681700000000001,1460
4655,YLR114C,1851080060.0,1,1.3606247999999999,0.0,0.0,4.34821,156,74,0.84004,1461
4656,YEL020C,1851080060.0,1,1.3606247999999999,0.0,0.0,7.56244,53,54,0.91943,1461
4657,YOR242C,1823557380.0,3,2.0616256999999996,237.65561,0.0,8.88348,48,55,1.21638,1462
4658,YOR118W,1820703230.0,1,1.3606247999999999,0.0,0.0,5.8834800000000005,70,61,0.8957299999999999,1462
4659,YIL119C,1820382720.0,1,1.3606247999999999,0.0,0.0,9.15656,33,42,0.7481399999999999,1462
4660,YLR448W,1819624960.0,1,1.3606247999999999,0.0,0.0,10.0777,18,36,0.64795,1462
4661,YDR246W,1787626750.0,2,1.7594741999999999,0.0,2.0,8.95331,20,24,0.77062,1463
4662,YDL095W,1768304130.0,1,1.3606247999999999,0.0,0.0,6.219180000000001,81,71,1.8422,1463
4663,YDL211C,1768195580.0,1,1.3606247999999999,0.0,0.0,5.32172,35,26,0.5545800000000001,1463
4664,YLR225C,1740764290.0,2,1.7594741999999999,726.90845,0.0,7.988460000000001,54,56,0.99639,-1
4665,YLR246W,1717562620.0,3,2.0616256999999996,10246.584,0.0,9.48151,23,40,1.61162,1464
4666,YDR086C,1715859070.0,3,2.0616256999999996,46.556667,0.0,9.47943,9,14,0.51378,1464
4667,YCL058C,1713526270.0,1,1.3606247999999999,0.0,0.0,6.79303,6,6,0.8789799999999999,1465
4668,YAR069C,1713526270.0,1,1.3606247999999999,0.0,0.0,5.304869999999999,8,4,1.31494,1465
4669,YCL004W,1693368580.0,1,1.3606247999999999,0.0,0.0,9.68158,41,68,1.28643,1465
4670,YDR249C,1653470460.0,1,1.3606247999999999,0.0,0.0,8.806339999999999,39,44,0.93265,1466
4671,YML060W,1625444610.0,1,1.3606247999999999,0.0,0.0,8.89484,44,52,1.37608,1466
4672,YGL024W,1599852290.0,1,1.3606247999999999,0.0,0.0,9.36407,3,9,0.53932,1466
4673,YDR253C,1577535360.0,1,1.3606247999999999,0.0,0.0,9.91742,22,38,0.09829,1466
4674,YGR277C,1573054720.0,2,1.7594743999999998,252.45674,0.0,5.89447,37,30,0.81414,1466
4675,YCR015C,1538620160.0,1,1.3606247999999999,0.0,0.0,7.023739999999999,41,41,1.2408299999999999,-1
4676,YPL068C,1512775940.0,1,1.3606247999999999,0.0,0.0,10.09698,22,43,0.44006000000000006,1467
4677,YPR169W,1508337410.0,1,1.3606247999999999,0.0,0.0,5.02411,93,68,0.6842699999999999,1467
4678,YNR060W,1502563460.0,2,1.7594741999999999,224.38657999999998,0.0,9.26141,55,78,1.5427799999999998,1467
4679,YGR029W,1491861250.0,2,1.7594741999999999,10100.0,0.0,8.459660000000001,26,29,1.9728,1468
4680,YDR413C,1483340930.0,2,1.7594741999999999,184.74593000000002,0.0,9.22552,4,13,0.9237200000000001,1468
4681,YJL093C,1474246020.0,2,1.7594743999999998,149.64956999999998,0.0,6.652769999999999,63,61,1.34891,1469
4682,YKR095W-A,1472682110.0,1,1.3606247999999999,0.0,0.0,5.29767,14,12,0.14911,1469
4683,YGR023W,1458425090.0,3,2.0616256999999996,221.43787999999998,0.0,4.48761,43,22,0.76755,1470
4684,YER152C,1456001920.0,1,1.3606247999999999,0.0,0.0,6.22882,47,43,0.9507,1470
4685,YFL020C,1422535940.0,4,2.2984586,11742.421,0.0,4.70673,11,6,1.24014,-1
