Proteins,isoelectric point,negatively charged particle,positively charged particle,absorbance
YHR142W,5.46222,20,16,1.3326
YHR143W-A,9.83966,6,13,0.25791
YHR144C,8.15729,38,41,0.53779
YHR145C,10.11835,5,14,0.75289
YHR147C,9.89728,19,32,0.48496
YHR148W,9.76495,23,35,0.99063
YHR149C,4.87189,95,58,0.75946
YHR151C,5.07428,50,39,1.95577
YHR152W,9.40472,24,31,0.30559
YHR154W,7.75861,141,143,0.87981
YHR156C,5.01434,73,50,1.27489
YHR157W,4.76593,25,18,0.79204
YHR158C,5.20721,180,132,0.71198
YHR159W,8.29962,67,69,0.4562
YHR160C,4.93134,44,29,0.54109
YHR161C,6.53058,54,50,0.6399
YHR164C,6.11469,211,199,0.5689
YHR165C,6.85809,313,306,1.50014
YHR166C,5.29071,91,75,1.50985
YHR167W,4.99469,49,36,1.09377
YHR168W,9.12994,61,72,1.03118
YHR169W,9.62897,45,61,0.45804
YHR170W,5.26605,77,58,0.89628
YHR171W,5.88739,81,72,1.10742
YHR172W,5.99701,111,102,1.02955
YHR174W,5.66681,58,49,0.90645
YHR175W,7.02094,15,15,2.50683
YHR177W,9.42535,35,50,0.96768
YHR178W,8.78339,77,89,1.01417
YHR179W,6.13019,52,48,1.63963
YHR180W,4.76727,14,6,1.18148
YHR182W,5.99127,109,100,0.83844
YHR183W,6.18829,58,54,1.25554
YHR184W,5.59747,89,78,0.80332
YHR185C,5.2309,31,24,1.51053
YHR186C,7.90594,164,167,1.16507
YHR187W,4.71759,45,26,0.80141
YHR188C,5.13434,72,52,1.10934
YHR190W,5.58246,60,47,1.00098
YHR191C,7.95013,19,20,0.46082
YHR193C,4.83917,27,20,0.15928
YHR194W,9.25604,62,74,1.48654
YHR195W,5.04999,56,41,0.71223
YHR196W,4.75006,102,66,0.98237
YHR197W,5.44562,105,83,0.6511
YHR198C,9.13507,36,44,0.91477
YHR199C,9.13531,34,42,0.89145
YHR200W,4.7265,40,23,0.10438
YHR201C,5.50433,60,51,0.84316
YHR203C,10.08771,27,49,0.64723
YHR204W,4.95856,108,71,1.30994
YHR205W,5.68695,97,73,0.81608
YHR206W,6.55621,57,53,0.40483
YHR207C,6.02972,85,75,1.21766
YHR208W,9.00848,38,45,1.53341
YHR209W,5.7431,39,35,1.8196
YHR211W,4.21429,87,32,1.08836
YHR212W-A,8.78827,1,3,2.50147
YHR214C-B,8.46527,192,202,0.97436
YHR214W-A,11.76373,1,9,0.91476
YHR215W,4.98785,57,40,1.54358
YHR216W,8.71185,51,57,0.45764
YIL001W,5.03485,80,60,0.94574
YIL002C,6.29181,129,122,1.28933
YIL004C,8.03046,14,15,1.23921
YIL005W,7.87506,94,96,0.98888
YIL007C,5.5545,29,24,0.4063
YIL008W,4.28802,20,8,0.63382
YIL009C-A,6.10455,18,14,0.81151
YIL009W,9.09637,78,95,1.30835
YIL010W,9.37604,29,37,0.25747
YIL011W,4.16217,24,9,0.54888
YIL013C,6.42047,136,126,1.31419
YIL014W,5.41083,83,69,1.3307
YIL016W,9.58099,23,32,0.63285
YIL018W,11.10065,17,45,0.58122
YIL019W,9.3316,58,67,0.19157
YIL020C,5.59344,40,34,1.63891
YIL021W,4.52008,51,28,1.22602
YIL022W,9.44403,61,75,0.96195
YIL023C,6.55975,22,18,0.54626
YIL024C,5.72345,27,23,1.51116
YIL025C,10.1004,7,20,0.75835
YIL026C,4.99701,194,140,0.79353
YIL030C,5.86774,145,125,1.24897
YIL032C,10.3172,11,26,0.44146
YIL033C,7.71136,54,55,0.61692
YIL034C,4.52069,46,24,0.97
YIL035C,8.62897,54,58,1.6014
YIL037C,8.04694,58,60,1.17228
YIL038C,5.45831,130,111,0.77615
YIL039W,5.43195,59,41,2.21258
YIL040W,9.09784,7,11,1.25095
YIL042C,8.52582,40,44,1.1236
YIL045W,8.47821,67,70,0.78482
YIL046W,7.74176,78,80,1.36892
YIL047C,8.87518,87,101,1.76642
YIL048W,6.02264,133,117,1.02664
YIL049W,9.21295,14,24,2.25555
YIL050W,5.02863,36,25,0.60977
YIL051C,9.30035,11,15,0.38251
YIL053W,5.34772,40,32,1.47728
YIL054W,6.47198,6,5,0.86923
YIL055C,6.6181,63,60,0.82013
YIL059C,4.68964,13,7,0.36225
YIL060W,9.66644,6,14,0.67603
YIL061C,9.97211,32,55,0.98515
YIL062C,5.13422,19,16,1.16375
YIL063C,6.33453,61,60,0.32133
YIL065C,9.16461,19,24,1.39061
YIL066C,5.67767,107,90,1.25885
YIL068C,5.02863,132,100,0.90258
YIL070C,4.51984,45,24,0.7648
YIL071C,4.75214,66,40,0.72377
YIL072W,8.42609,75,80,0.65721
YIL074C,5.9765,50,43,0.73963
YIL075C,5.85138,118,108,0.75947
YIL076W,4.43634,46,22,0.91875
YIL077C,8.92023,43,47,1.53848
YIL078W,6.58673,108,104,1.2868
YIL079C,9.16937,41,58,1.12442
YIL082W-A,9.24091,165,202,0.89927
YIL084C,8.86237,50,54,0.66432
YIL085C,5.17731,83,61,1.75757
YIL086C,10.15302,5,17,0.78254
YIL092W,9.14642,74,91,0.46982
YIL093C,5.87946,39,34,1.48723
YIL094C,8.14606,43,45,0.38746
YIL095W,9.62579,77,108,0.49423
YIL096C,9.70197,39,59,1.01533
YIL097W,6.66229,66,63,0.80484
YIL098C,9.66339,23,31,1.3042
YIL103W,8.46234,52,56,0.80097
YIL104C,4.71942,88,56,1.14362
YIL105C,7.71112,68,69,0.61005
YIL106W,6.11823,30,25,1.01123
YIL108W,7.263,71,71,1.02037
YIL109C,5.82721,93,80,0.66493
YIL110W,4.54474,61,35,0.91475
YIL111W,9.79816,15,23,2.26558
YIL112W,5.47382,205,176,0.65963
YIL113W,7.74457,24,25,1.10005
YIL114C,9.69366,20,31,0.96739
YIL115C,4.72821,219,141,0.3307
YIL117C,6.61127,31,30,0.70447
YIL118W,4.88824,30,21,0.82727
YIL119C,9.15656,33,42,0.74814
YIL120W,9.32294,39,56,1.09864
YIL122W,8.95319,33,37,0.44737
YIL124W,9.22638,30,39,0.68234
YIL125W,6.74469,124,119,1.26762
YIL126W,6.29718,226,216,0.64087
YIL128W,5.64203,126,110,0.6982
YIL129C,5.9516,283,253,0.97319
YIL130W,5.80695,106,94,0.68712
YIL131C,8.46259,48,51,0.96916
YIL132C,8.42499,27,29,0.92857
YIL137C,6.07831,112,97,1.09792
YIL139C,4.81952,41,26,1.16101
YIL140W,4.82477,94,62,1.05957
YIL142W,5.79474,72,65,0.14335
YIL143C,5.72479,118,101,0.84372
YIL144W,8.70697,100,106,0.65949
YIL145C,5.27252,40,32,0.71107
YIL147C,7.06781,137,136,0.54358
YIL148W,9.87067,13,27,0.35008
YIL149C,5.80231,315,293,0.42898
YIL150C,9.66779,74,105,0.78258
YIL151C,5.64264,137,115,1.27426
YIL152W,9.99957,16,29,1.17995
YIL153W,6.33636,42,36,1.51591
YIL154C,4.94647,64,43,0.7434
YIL156W,7.87347,125,127,0.93895
YIL157C,9.54742,22,28,0.83696
YIL158W,6.75604,26,26,0.90413
YIL159W,8.05219,179,183,0.70822
YIL162W,4.61298,62,39,2.21707
YIL163C,10.61102,5,22,0.94358
YIL166C,9.03497,49,59,1.61542
YIL169C,4.37274,80,37,0.49852
YIL173W,5.16412,232,180,1.01914
YIR001C,9.31171,29,38,1.15615
YIR002C,6.99823,150,149,0.60343
YIR003W,4.90643,124,84,0.09684
YIR005W,5.64728,23,20,1.10598
YIR006C,5.16779,145,118,0.45649
YIR008C,7.98431,59,61,1.29692
YIR009W,10.13043,11,19,0.11614
YIR010W,5.20807,93,69,0.74507
YIR011C,7.11627,35,35,0.91862
YIR012W,4.35138,65,23,1.11997
YIR013C,10.74091,6,21,0.57492
YIR014W,5.08759,31,23,0.91612
YIR016W,5.09332,42,29,0.60887
YIR017C,10.09967,24,38,0.50951
YIR022W,9.1861,12,16,1.44205
YIR023W,8.22809,82,86,0.92083
YIR024C,8.84137,37,40,0.34476
YIR025W,4.64288,80,47,0.90718
YIR026C,8.25739,44,47,0.92328
YIR027C,5.60858,51,38,0.98303
YIR028W,8.08002,45,48,2.31286
YIR033W,5.0246,155,108,0.66862
YIR034C,9.17743,40,48,0.99869
YIR035C,5.95209,27,25,0.89282
YIR036C,5.99298,31,29,0.81309
YIR037W,8.2951,22,24,0.9546
YIR038C,6.17767,31,28,1.22749
YIR040C,9.31854,6,15,1.8374
YIR042C,6.07855,35,34,1.70612
YJL001W,5.59308,26,22,1.2477
YJL002C,5.01312,53,34,1.49876
YJL004C,5.90692,18,16,2.30568
YJL005W,6.883,243,237,0.66036
YJL006C,8.29608,39,42,0.98485
YJL008C,5.51996,75,63,0.36717
YJL010C,8.22675,99,102,0.92517
YJL011C,5.52679,28,24,0.70311
YJL012C,6.36884,104,99,1.12094
YJL013C,7.58575,75,76,0.80359
YJL014W,5.81622,74,67,0.60012
YJL015C,9.73688,4,14,1.83565
YJL019W,5.1225,101,74,1.2494
YJL020C,5.1673,184,127,0.46985
YJL023C,9.74994,37,59,0.93627
YJL024C,4.33014,27,13,0.85242
YJL025W,8.37445,60,64,1.35163
YJL026W,5.14508,68,50,1.0757
YJL029C,5.41302,116,101,1.21098
YJL030W,5.23553,27,21,1.35345
YJL031C,6.73883,50,49,2.3083
YJL033W,6.99811,122,121,0.44093
YJL034W,4.78778,114,80,0.4357
YJL035C,6.70465,31,30,0.84224
YJL036W,6.07086,71,65,0.83089
YJL039C,5.18829,203,160,0.87042
YJL041W,6.03387,96,93,0.19604
YJL044C,5.83636,67,56,1.3791
YJL045W,6.94611,73,71,0.92315
YJL047C,7.30573,113,113,0.90829
YJL048C,8.64984,39,43,1.46215
YJL050W,5.95758,165,149,0.73902
YJL052W,8.289,37,39,0.96868
YJL053W,8.43097,44,47,0.80641
YJL054W,5.61298,72,65,1.13229
YJL055W,5.41254,34,25,1.02106
YJL056C,6.55902,105,92,0.72761
YJL057C,6.02606,82,73,0.72737
YJL058C,6.99725,52,51,0.65089
YJL059W,6.70331,28,27,1.43707
YJL060W,6.16742,51,48,1.12935
YJL061W,5.21588,98,79,0.92533
YJL062W,5.67609,66,49,1.79889
YJL064W,6.50446,8,8,1.23396
YJL065C,4.20746,32,11,0.40309
YJL066C,5.58905,37,32,1.2364
YJL067W,9.85284,4,11,0.81152
YJL068C,6.21857,35,30,1.66309
YJL069C,4.84052,88,54,1.1758
YJL072C,6.18353,32,29,1.22124
YJL074C,5.63458,209,188,0.3335
YJL075C,3.85504,30,7,0.65295
YJL076W,7.56207,165,166,0.21505
YJL078C,4.46832,62,29,0.69674
YJL079C,4.44952,27,11,1.54633
YJL080C,5.63763,186,164,0.46533
YJL081C,5.34442,68,57,1.35352
YJL082W,6.21686,94,89,0.99655
YJL083W,9.65326,65,88,1.01851
YJL084C,6.4212,124,114,0.55667
YJL085W,7.12091,80,80,0.77715
YJL087C,8.02631,118,122,1.14663
YJL088W,5.88202,43,37,0.32594
YJL089W,6.11224,91,84,1.05324
YJL090C,9.08417,79,96,0.91295
YJL091C,9.41241,25,43,1.65661
YJL092W,8.86456,163,177,0.61926
YJL093C,6.65277,63,61,1.34891
YJL094C,5.72699,88,74,0.79034
YJL095W,9.49725,153,202,0.78487
YJL096W,10.78705,10,29,0.70429
YJL098W,4.30096,234,102,0.76927
YJL099W,5.68756,95,82,1.37666
YJL100W,6.22858,75,67,1.72147
YJL102W,6.06989,98,92,0.91644
YJL106W,5.18427,92,61,0.75002
YJL107C,5.29974,64,52,0.18409
YJL108C,8.29694,14,17,1.4609
YJL109C,6.11359,209,196,0.61256
YJL110C,9.33698,57,74,0.35014
YJL111W,5.40839,71,60,0.44471
YJL112W,5.37518,99,82,0.86591
YJL115W,3.87701,93,23,0.68601
YJL117W,9.61786,28,41,0.9465
YJL122W,10.02826,18,32,0.43968
YJL123C,4.49542,101,55,0.9621
YJL124C,5.72491,31,28,0.79063
YJL128C,9.09601,63,74,0.48942
YJL130C,5.56818,276,230,0.81243
YJL137C,5.67926,52,42,1.25658
YKR059W; YJL138C,5.01617,58,45,0.40842
YJL140W,4.82428,48,31,0.12218
YJL141C,8.62225,71,79,1.0113
YJL143W,9.61322,9,15,1.77822
YJL151C,4.93378,22,13,0.86026
YJL152W,10.43292,6,16,1.05143
YJL153C,5.63348,66,57,0.90608
YJL154C,5.8714,115,98,0.92889
YJL157C,5.25128,123,95,0.97953
YJL158C,4.49786,20,12,0.95434
YJL159W,4.99005,26,21,0.5704
YJL162C,7.98041,87,89,0.67608
YJL163C,8.53278,42,47,0.97588
YJL164C,5.32428,60,48,1.31372
YJL165C,8.62958,103,112,0.5467
YJL166W,9.69672,5,11,3.592
YJL167W,5.32037,55,46,1.29808
YJL168C,8.70294,111,123,0.70358
YJL172W,5.2995,81,52,1.02607
YJL173C,4.71466,17,12,0.74879
YJL174W,9.26532,13,20,1.49141
YJL176C,4.77521,145,94,0.57121
YJL179W,8.96686,16,19,0.90638
YJL180C,8.89337,38,43,0.81934
YJL181W,5.42743,78,58,0.90888
YJL183W,8.43134,44,47,1.21473
YJL184W,4.71661,24,17,0.32856
YJL185C,4.99847,46,32,1.02016
YJL187C,5.86273,111,95,0.86301
YJL189W,12.55109,0,17,1.96956
YJL191W,10.5379,13,24,0.21195
YJL192C,9.45294,21,28,0.87904
YJL194W,9.48517,51,69,0.36443
YJL196C,9.45038,16,31,2.44677
YJL198W,6.66705,88,86,1.1155
YJL199C,6.72235,13,13,1.95935
YJL200C,6.49969,92,88,0.9461
YJL203W,7.66986,53,54,0.7461
YJL208C,8.94855,36,43,0.83636
YJL210W,9.15253,16,28,2.03163
YJL214W,5.4234,52,45,1.62194
YJL215C,10.22577,9,19,0.9526
YJL218W,5.21661,24,19,0.96721
YJL219W,8.48309,40,45,1.75199
YJL222W,5.16412,232,180,1.0193
YJL222W-A,9.53778,4,13,0.94837
YJL225C,7.4704,211,212,0.99523
YJR001W,8.44891,47,52,0.72125
YJR002W,4.54584,140,84,0.49312
YJR003C,5.68903,77,66,0.81218
YJR005W,6.01361,93,85,0.69022
YJR006W,4.81793,72,52,1.06112
YJR007W,4.9433,57,43,0.89278
YJR009C,6.45758,39,37,0.88293
YJR010C-A,8.86249,7,10,1.60232
YJR010W,5.52435,68,54,1.06429
YJR011C,5.99542,32,29,0.87044
YJR014W,8.78448,35,40,0.66971
YJR015W,6.60529,42,41,1.47015
YJR016C,7.91351,61,63,0.75644
YJR017C,8.84906,26,29,1.09356
YJR019C,8.80609,32,36,1.26418
YJR020W,8.24554,9,11,1.76854
YJR021C,6.43719,50,47,0.44055
YJR022W,6.58221,17,17,0.70487
YJR023C,10.69659,1,11,0.50387
YJR024C,6.12738,29,25,0.93103
YJR025C,5.5014,25,19,1.28813
YJR027W,8.04779,193,197,0.95897
YJR028W,7.25824,39,39,0.86191
YJR029W,8.4693,189,199,0.95227
YJR030C,6.72565,92,90,0.83753
YJR031C,4.86469,200,141,0.61561
YJR032W,5.26459,63,53,0.90055
YJR033C,8.47687,150,161,1.29532
YJR034W,8.14972,16,18,0.31103
YJR035W,7.10907,161,160,0.96241
YJR037W,4.64081,17,11,0.70085
YJR038C,10.0401,4,9,0.6705
YJR040W,6.69733,76,74,1.28381
YJR042W,4.49799,119,70,1.27437
YJR043C,8.50507,60,64,0.38515
YJR045C,5.48175,89,81,0.22555
YJR048W,9.46698,11,19,1.09384
YJR049C,6.72003,68,66,0.75696
YJR050W,9.3548,35,43,1.80367
YJR052W,5.32794,84,71,0.53727
YJR053W,5.62421,96,84,0.73049
YJR055W,8.98663,18,25,0.77738
YJR056C,6.4682,39,37,0.68802
YJR057W,5.50555,33,29,1.04569
YJR058C,4.99323,22,14,0.93853
YJR059W,8.97174,97,110,0.61029
YJR060W,4.93011,70,48,0.58509
YJR061W,6.13153,127,115,1.18214
YJR062C,5.08722,65,51,1.14083
YJR063W,8.09564,13,15,0.5095
YJR064W,5.33185,86,72,0.3643
YJR065C,5.56769,51,44,1.01885
YJR066W,6.81122,284,276,1.12086
YJR067C,5.07513,25,19,1.4049
YJR068W,8.61334,43,47,0.84333
YJR070C,4.78094,56,34,0.53326
YJR072C,4.75018,60,44,0.78946
YJR074W,4.58112,35,18,0.93429
YJR075W,7.8371,46,47,1.51254
YJR076C,4.93683,73,51,0.61398
YJR077C,9.35504,17,26,0.60177
YJR079W,4.73456,16,9,0.37471
YJR080C,9.80804,34,53,0.92927
YJR082C,5.94476,17,12,0.57776
YJR083C,8.51678,41,43,0.25169
YJR084W,9.27448,49,64,1.15062
YJR086W,9.62457,7,14,0.81939
YJR087W,9.79828,6,13,0.35906
YJR089W,6.05682,151,140,0.59172
YJR090C,6.08075,137,124,0.61292
YJR091C,6.4798,89,81,0.62522
YJR092W,4.75128,271,166,0.74275
YJR093C,4.23993,53,26,0.599
YJR094C,5.09686,49,32,0.95908
YJR097W,4.91962,30,19,0.75847
YJR098C,6.75873,95,93,0.91629
YJR099W,4.48016,34,17,1.08186
YJR100C,8.742,36,39,0.99122
YJR102C,5.30743,27,24,2.16153
YJR103W,5.42194,81,60,1.00496
YJR104C,5.62262,19,14,0.10975
YJR105W,4.98981,42,29,0.7224
YJR109C,5.18451,147,116,0.89526
YJR110W,7.32135,85,85,1.33523
YJR112W,4.78448,39,24,0.92769
YJR113C,9.75568,24,36,1.26996
YJR116W,9.71942,11,24,1.68381
YJR117W,7.71198,41,42,1.13075
YJR119C,5.7923,99,86,1.23096
YJR120W,10.09186,7,17,1.10474
YJR121W,5.51776,63,54,0.40178
YJR125C,4.71466,68,45,0.5744
YJR127C,8.26715,133,140,0.86427
YJR131W,5.42706,71,52,1.87633
YJR132W,4.57343,150,91,1.11365
YJR133W,5.82196,30,25,1.0853
YJR134C,4.81,144,98,0.46335
YJR135C,5.66364,35,31,0.66927
YJR135W-A,5.23578,11,9,0.05121
YJR136C,6.21112,46,43,1.0504
YJR138W,8.88727,195,216,1.12956
YJR139C,6.862,40,40,0.6727
YJR140C,5.84882,226,198,1.15373
YJR141W,6.89484,44,44,1.71999
YJR144W,9.39655,29,43,1.43818
YJR146W,9.57562,5,13,2.27396
YJR152W,8.75958,45,52,1.66427
YJR154W,6.01129,44,36,0.96108
YJR157W,8.95831,7,11,1.70406
YJR159W,6.46344,40,38,0.56622
YJR162C,9.60504,1,9,1.03008
YKL001C,8.27228,30,32,0.95099
YKL002W,5.22723,38,33,0.26588
YKL004W,5.65851,28,21,1.96171
YKL006C-A,9.86261,8,12,0.7737
YKL007W,5.17731,40,30,1.12805
YKL008C,9.47064,33,48,1.83236
YKL009W,8.63812,35,38,1.02152
YKL010C,4.78387,240,150,0.62824
YKL011C,9.3515,39,54,0.94951
YKL012W,8.91583,91,99,1.55486
YKL013C,5.30695,25,19,0.44889
YKL014C,6.96503,205,203,1.18403
YKL016C,8.92291,26,29,0.85616
YKL017C,7.2099,91,91,0.68454
YKL018W,5.53278,35,28,1.03336
YKL019W,4.96295,47,31,2.38114
YKL020C,6.22455,118,109,0.55482
YKL021C,6.74603,62,60,1.09441
YKL022C,6.32111,99,93,0.93314
YKL023W,9.01862,56,62,0.27034
YKL024C,6.19208,31,30,0.28169
YKL025C,5.98785,66,59,0.90061
YKL028W,4.39032,111,56,0.56392
YKL029C,8.38776,77,81,0.78555
YKL035W,6.98297,62,61,0.59639
YKL036C,9.21625,10,17,2.3254
YKL038W,8.04156,105,108,0.63822
YKL042W,7.66791,58,59,0.53465
YKL044W,10.79144,1,12,1.05039
YKL045W,8.38373,68,72,1.00816
YKL047W,5.2099,69,50,1.0833
YKL048C,8.36261,78,83,0.97881
YKL049C,9.29547,36,41,0.85392
YKL050C,5.81293,153,140,0.38839
YKL052C,4.59503,51,23,0.27221
YKL054C,4.92108,90,56,0.93627
YKL056C,4.41449,32,17,1.15016
YKL057C,5.03241,130,86,1.11859
YKL058W,4.96271,18,14,0.87941
YKL059C,6.18024,62,59,0.67336
YKL060C,5.51227,49,37,0.99633
YKL061W,4.74042,25,18,0.96701
YKL062W,6.72943,67,64,0.43616
YKL064W,7.14264,133,132,0.88404
YKL065C,9.78522,15,28,0.75323
YKL067W,8.64545,20,22,1.54924
YKL068W,9.39801,43,59,0.24008
YKL069W,4.90851,23,13,1.32715
YKL072W,8.81818,98,112,1.25187
YKL073W,5.17645,136,107,0.42849
YKL074C,8.40912,70,74,0.89797
YKL075C,5.01324,82,61,1.22727
YKL078W,9.05511,86,102,0.78446
YKL079W,6.47894,91,87,0.49622
YKL080W,6.22284,49,46,0.84831
YKL081W,7.62738,55,56,1.81838
YKL082C,9.57111,91,116,0.44492
YKL085W,8.4577,37,39,0.12889
YKL086W,9.18024,12,16,0.45727
YKL087C,6.59869,32,31,2.10655
YKL088W,4.90875,103,70,0.60809
YKL090W,6.68988,64,62,0.8994
YKL092C,8.90167,134,150,0.95728
YKL093W,6.02094,39,36,0.24232
YKL095W,9.41412,43,56,0.38438
YKL098W,6.76324,42,41,0.8702
YKL101W,9.34576,178,215,0.5045
YKL103C,5.54999,70,56,0.98044
YKL104C,6.00568,93,81,0.69073
YKL106W,9.05719,41,52,1.60788
YKL107W,6.16718,41,39,0.99338
YKL108W,9.05511,75,83,0.50028
YKL109W,5.23004,83,60,0.53099
YKL110C,8.11566,33,35,0.86802
YKL112W,4.86053,128,68,0.46721
YKL113C,9.04633,55,65,0.71132
YKL114C,8.34125,49,52,0.95262
YKL116C,5.67548,68,60,1.12704
YKL117W,4.45563,43,20,1.24723
YKL119C,9.07355,30,36,0.91631
YKL120W,9.57709,21,34,0.78984
YKL122C,10.39069,11,37,0.24261
YKL125W,4.59491,104,63,1.19511
YKL126W,6.07391,86,79,1.01812
YKL127W,6.81378,68,67,1.19052
YKL129C,9.3913,144,188,0.91787
YKL130C,4.85883,39,26,0.97094
YKL133C,9.11945,60,72,1.39326
YKL134C,7.49445,94,95,1.01308
YKL135C,5.08527,99,76,0.6359
YKL137W,9.09723,16,22,0.81457
YKL139W,9.50189,51,74,1.01636
YKL140W,6.35065,63,57,1.15278
YKL142W,4.66205,48,32,0.33789
YKL143W,4.53485,113,66,0.54954
YKL144C,4.74323,34,22,1.51857
YKL145W,5.32074,78,69,0.64714
YKL146W,8.74298,49,56,1.05217
YKL147C,8.45966,11,14,0.54954
YKL150W,8.65509,35,38,0.87983
YKL152C,8.81293,33,36,1.48181
YKL153W,4.83539,16,10,3.08427
YKL154W,7.61444,31,32,0.6979
YKL157W,8.10699,113,116,1.61076
YKL159C,5.23871,30,23,0.37207
YKL161C,5.87445,54,43,0.98384
YKL163W,5.36603,25,22,0.75476
YKL164C,6.1026,22,21,0.67646
YKL165C,6.23688,82,72,1.52495
YKL166C,5.92596,52,45,1.28957
YKL168C,8.97052,88,104,0.98306
YKL171W,8.92047,98,110,0.84652
YKL172W,6.05035,104,97,0.26039
YKL173W,5.66766,133,116,0.96655
YKL174C,5.18658,59,41,1.18122
YKL175W,6.07367,50,35,0.67904
YKL176C,8.83197,83,93,0.94754
YKL178C,7.5528,44,45,1.8625
YKL179C,5.82294,112,103,0.63738
YKL180W,10.9212,13,36,0.97035
YKL181W,5.45319,62,49,0.45486
YKL182W,5.63593,250,212,0.96531
YKL183W,4.48273,47,23,0.78979
YKL186C,7.7254,15,16,0.83408
YKL189W,8.64313,44,49,0.73638
YKL190W,4.36444,36,21,0.15174
YKL192C,4.79425,19,14,0.32957
YKL193C,5.33807,54,42,0.5543
YKL194C,8.66278,59,64,1.44154
YKL196C,5.51556,29,25,0.91493
YKL197C,6.50568,132,126,0.86327
YKL198C,9.18292,62,79,0.89508
YKL201C,6.11188,205,192,1.09564
YKL203C,7.25372,285,283,1.06951
YKL204W,9.49261,59,75,0.42875
YKL205W,5.01361,123,94,0.81301
YKL206C,4.58856,35,22,1.71998
YKL208W,9.48334,26,37,1.29203
YKL209C,8.26813,119,126,1.03493
YKL210W,4.96527,152,112,0.62574
YKL211C,6.44684,56,52,0.77521
YKL212W,7.33429,70,70,1.24769
YKL213C,4.86957,96,68,1.4496
YKL214C,9.40143,34,41,0.50658
YKL215C,6.31854,152,142,0.69716
YKL216W,5.80035,37,34,0.52456
YKL218C,6.66986,36,35,0.395
YKL219W,8.86493,42,50,2.12169
YKL221W,8.88959,26,33,1.8524
YKL224C,5.16449,10,7,1.2209
YKR001C,7.67487,94,95,0.39474
YKR002W,7.94769,76,78,1.00432
YKR005C,5.38715,69,59,0.87678
YKR007W,4.88141,30,18,0.15957
YKR010C,7.97235,112,114,0.30713
YKR014C,4.68988,40,27,0.83443
YKR016W,6.2276,79,76,0.66583
YKR017C,5.72003,79,63,1.41053
YKR020W,4.88995,36,25,0.31515
YKR021W,5.65399,121,98,0.67545
YKR022C,5.5108,60,52,0.31954
YKR024C,9.33014,86,108,0.56376
YKR025W,4.39069,65,32,0.83785
YKR026C,5.19025,41,31,0.72844
YKR027W,5.5036,98,84,1.1608
YKR028W,4.21588,234,95,0.76116
YKR029C,8.89532,102,116,0.90519
YKR030W,9.18378,14,21,1.66693
YKR031C,7.26105,237,235,1.20665
YKR034W,8.81049,31,37,0.59537
YKR036C,5.26666,97,72,1.019
YKR037C,8.3327,46,48,0.56225
YKR038C,6.79584,44,43,0.83349
YKR048C,4.23102,99,42,0.78105
YKR050W,9.57892,78,111,1.07924
YKR051W,8.70123,34,41,2.35037
YKR052C,8.16205,22,24,1.29552
YKR054C,5.90216,544,485,1.01078
YKR055W,6.23883,33,31,0.82802
YKR061W,5.56427,58,50,1.87539
YKR062W,9.49762,45,61,0.88698
YKR063C,7.63458,75,76,2.28649
YKR064W,6.43353,119,113,1.16711
YKR065C,9.69489,12,21,1.23726
YKR066C,5.94696,45,40,1.82058
YKR068C,4.95343,28,21,1.36471
YKR069W,6.15094,76,71,0.73762
YKR070W,8.76947,39,43,1.09401
YKR071C,5.13385,56,47,0.48116
YKR072C,4.5589,103,63,0.76532
YKR074W,5.96417,27,24,1.08161
YKR077W,10.0788,22,39,0.36225
YKR080W,6.55182,41,40,0.83032
YKR081C,9.03241,53,60,0.30734
YKR082W,4.99835,157,110,0.94844
YKR083C,4.16876,31,13,0.92759
YKR084C,5.19598,91,70,0.89446
YKR086W,8.4201,139,146,0.69831
YKR088C,5.89264,31,27,1.08311
YKR090W,5.08295,109,84,0.5071
YKR091W,8.45599,29,31,0.62661
YKR092C,4.20599,81,37,0.37718
YKR093W,5.24591,60,47,1.7079
YKR095W,5.14276,387,314,0.30098
YKR095W-A,5.29767,14,12,0.14911
YKR096W,5.28229,161,127,1.05739
YKR099W,8.10687,96,98,0.85081
YKR100C,5.66339,51,45,0.6307
YKR101W,9.12262,87,106,1.13372
YLL001W,5.35187,111,95,0.46522
YLL002W,9.41168,48,62,1.00508
YLL003W,9.78436,115,174,1.35585
YLL004W,5.27032,91,70,0.80831
YLL005C,9.64899,62,108,1.206
YLL006W,5.4549,57,46,0.90969
YLL008W,5.58612,141,128,0.35401
YLL010C,4.99384,65,45,0.52931
YLL011W,9.41974,67,84,1.20932
YLL012W,6.17426,72,63,1.55871
YLL013C,6.71259,85,81,0.54611
YLL015W,7.68646,166,168,1.14781
YLL018C,6.15802,90,84,0.51476
YLL019C,8.742,80,89,0.96372
YLL020C,9.73248,1,7,1.81678
YLL021W,5.07404,248,189,0.33961
YLL022C,4.64093,78,44,0.37257
YLL023C,9.97491,15,33,1.46401
YLL024C,4.94855,101,78,0.29905
YLL026W,5.30914,150,124,0.32862
YLL027W,10.03986,22,45,0.78032
YLL028W,6.42499,44,41,1.39626
YLL030C,9.92255,3,14,1.10966
YLL032C,6.784,90,88,0.69522
YLL033W,9.79865,24,44,0.92666
YLL034C,5.27155,136,119,0.33346
YLL036C,5.02496,70,55,1.18271
YLL038C,9.37946,33,39,0.35708
YLL040C,5.41132,436,360,0.86687
YLL043W,6.42035,63,58,1.25886
