Protein,Priority Fun_GO,Orthologous,Sub_cell,.1B,.2B,.3B,.4B,.5B,.6B,.7B,.8B,.9B,.1A,.2A,.3A,.4A,.5A,.6A,.7A,.8A,.9A
YCL065W,0.143518519,0,0,0,0,0,0,0,0,0,0,0,0.014351852,0.028703704,0.043055556,0.057407408,0.07175926,0.086111111,0.100462963,0.114814815,0.129166667
YLR374C,0.143518519,0,0,0,0,0,0,0,0,0,0,0,0.014351852,0.028703704,0.043055556,0.057407408,0.07175926,0.086111111,0.100462963,0.114814815,0.129166667
YBR012C,0.143518519,0,0,0,0,0,0,0,0,0,0,0,0.014351852,0.028703704,0.043055556,0.057407408,0.07175926,0.086111111,0.100462963,0.114814815,0.129166667
YNL228W,0.143518519,0,0,0,0,0,0,0,0,0,0,0,0.014351852,0.028703704,0.043055556,0.057407408,0.07175926,0.086111111,0.100462963,0.114814815,0.129166667
YBR109C,0.074074074,0.268147649,0.358223524,0.349215937,0.340208349,0.331200762,0.322193174,0.313185587,0.304177999,0.295170412,0.286162824,0.277155237,0.25684712,0.236539004,0.216230888,0.195922772,0.175614655,0.155306539,0.134998423,0.114690307,0.09438219
YJL111W,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YJL095W,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YDR212W,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YLR427W,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YHR016C,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YDR214W,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YOL087C,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YBR200W,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YDR188W,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YER075C,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YJL014W,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YDR488C,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YCL037C,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YJR072C,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YMR116C,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YLR438W,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YJR064W,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YOR267C,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YDR247W,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YOR284W,0.134259259,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.045666043,0.055509734,0.065353424,0.075197115,0.085040806,0.094884496,0.104728187,0.114571878,0.124415568
YDL179W,0.134259259,0.039659243,0,0.003965924,0.007931849,0.011897773,0.015863697,0.019829622,0.023795546,0.02776147,0.031727394,0.035693319,0.045549913,0.055406507,0.065263101,0.075119695,0.084976289,0.094832883,0.104689477,0.114546071,0.124402665
YDR369C,0.134259259,0.039109046,0,0.003910905,0.007821809,0.011732714,0.015643618,0.019554523,0.023465428,0.027376332,0.031287237,0.035198141,0.045104253,0.055010365,0.064916477,0.074822588,0.0847287,0.094634812,0.104540924,0.114447035,0.124353147
YDL155W,0.134259259,0.037912812,0,0.003791281,0.007582562,0.011373844,0.015165125,0.018956406,0.022747687,0.026538968,0.03033025,0.034121531,0.044135304,0.054149076,0.064162849,0.074176622,0.084190395,0.094204168,0.104217941,0.114231713,0.124245486
YDL220C,0.134259259,0.034750745,0,0.003475075,0.006950149,0.010425224,0.013900298,0.017375373,0.020850447,0.024325522,0.027800596,0.031275671,0.041574029,0.051872388,0.062170747,0.072469106,0.082767465,0.093065824,0.103364182,0.113662541,0.1239609
YPR017C,0.134259259,0.034398592,0,0.003439859,0.006879718,0.010319578,0.013759437,0.017199296,0.020639155,0.024079014,0.027518874,0.030958733,0.041288785,0.051618838,0.061948891,0.072278943,0.082608996,0.092939049,0.103269101,0.113599154,0.123929206
YGR232W,0.134259259,0.033805481,0,0.003380548,0.006761096,0.010141644,0.013522192,0.016902741,0.020283289,0.023663837,0.027044385,0.030424933,0.040808366,0.051191798,0.061575231,0.071958663,0.082342096,0.092725529,0.103108961,0.113492394,0.123875826
YJR007W,0.134259259,0.030964272,0,0.003096427,0.006192854,0.009289282,0.012385709,0.015482136,0.018578563,0.02167499,0.024771418,0.027867845,0.038506986,0.049146128,0.059785269,0.07042441,0.081063552,0.091702693,0.102341835,0.112980976,0.123620118
YDL229W,0.074074074,0.253977693,0.358223524,0.347798941,0.337374358,0.326949775,0.316525192,0.306100609,0.295676025,0.285251442,0.274826859,0.264402276,0.245369456,0.226336636,0.207303815,0.188270995,0.169238175,0.150205355,0.131172535,0.112139714,0.093106894
YFR021W,0.134259259,0,0.226939971,0.204245974,0.181551977,0.15885798,0.136163983,0.113469986,0.090775988,0.068081991,0.045387994,0.022693997,0.033850523,0.045007049,0.056163576,0.067320102,0.078476628,0.089633154,0.10078968,0.111946207,0.123102733
YGR052W,0.134259259,0.023818671,0,0.002381867,0.004763734,0.007145601,0.009527468,0.011909336,0.014291203,0.01667307,0.019054937,0.021436804,0.032719049,0.044001295,0.05528354,0.066565786,0.077848031,0.089130277,0.100412522,0.111694768,0.122977013
YDL097C,0.134259259,0.023818671,0,0.002381867,0.004763734,0.007145601,0.009527468,0.011909336,0.014291203,0.01667307,0.019054937,0.021436804,0.032719049,0.044001295,0.05528354,0.066565786,0.077848031,0.089130277,0.100412522,0.111694768,0.122977013
YOR259C,0.134259259,0.023818671,0,0.002381867,0.004763734,0.007145601,0.009527468,0.011909336,0.014291203,0.01667307,0.019054937,0.021436804,0.032719049,0.044001295,0.05528354,0.066565786,0.077848031,0.089130277,0.100412522,0.111694768,0.122977013
YOR261C,0.134259259,0.023818671,0,0.002381867,0.004763734,0.007145601,0.009527468,0.011909336,0.014291203,0.01667307,0.019054937,0.021436804,0.032719049,0.044001295,0.05528354,0.066565786,0.077848031,0.089130277,0.100412522,0.111694768,0.122977013
YBR018C,0.134259259,0.023818671,0,0.002381867,0.004763734,0.007145601,0.009527468,0.011909336,0.014291203,0.01667307,0.019054937,0.021436804,0.032719049,0.044001295,0.05528354,0.066565786,0.077848031,0.089130277,0.100412522,0.111694768,0.122977013
YNL085W,0.134259259,0.023818671,0,0.002381867,0.004763734,0.007145601,0.009527468,0.011909336,0.014291203,0.01667307,0.019054937,0.021436804,0.032719049,0.044001295,0.05528354,0.066565786,0.077848031,0.089130277,0.100412522,0.111694768,0.122977013
YGR086C,0.134259259,0.023818671,0,0.002381867,0.004763734,0.007145601,0.009527468,0.011909336,0.014291203,0.01667307,0.019054937,0.021436804,0.032719049,0.044001295,0.05528354,0.066565786,0.077848031,0.089130277,0.100412522,0.111694768,0.122977013
YBL045C,0.134259259,0.023818671,0,0.002381867,0.004763734,0.007145601,0.009527468,0.011909336,0.014291203,0.01667307,0.019054937,0.021436804,0.032719049,0.044001295,0.05528354,0.066565786,0.077848031,0.089130277,0.100412522,0.111694768,0.122977013
YAR014C,0.134259259,0.023818671,0,0.002381867,0.004763734,0.007145601,0.009527468,0.011909336,0.014291203,0.01667307,0.019054937,0.021436804,0.032719049,0.044001295,0.05528354,0.066565786,0.077848031,0.089130277,0.100412522,0.111694768,0.122977013
YCL027W,0.134259259,0.023818671,0,0.002381867,0.004763734,0.007145601,0.009527468,0.011909336,0.014291203,0.01667307,0.019054937,0.021436804,0.032719049,0.044001295,0.05528354,0.066565786,0.077848031,0.089130277,0.100412522,0.111694768,0.122977013
YPR191W,0.134259259,0.023818671,0,0.002381867,0.004763734,0.007145601,0.009527468,0.011909336,0.014291203,0.01667307,0.019054937,0.021436804,0.032719049,0.044001295,0.05528354,0.066565786,0.077848031,0.089130277,0.100412522,0.111694768,0.122977013
YLR447C,0.134259259,0,0.122986823,0.110688141,0.098389458,0.086090776,0.073792094,0.061493412,0.049194729,0.036896047,0.024597365,0.012298682,0.02449474,0.036690798,0.048886855,0.061082913,0.073278971,0.085475028,0.097671086,0.109867144,0.122063201
YER100W,0.134259259,0,0.103953148,0.093557833,0.083162518,0.072767204,0.062371889,0.051976574,0.041581259,0.031185944,0.02079063,0.010395315,0.022781709,0.035168104,0.047554498,0.059940892,0.072327287,0.084713681,0.097100076,0.10948647,0.121872865
YHR188C,0.134259259,0,0.103953148,0.093557833,0.083162518,0.072767204,0.062371889,0.051976574,0.041581259,0.031185944,0.02079063,0.010395315,0.022781709,0.035168104,0.047554498,0.059940892,0.072327287,0.084713681,0.097100076,0.10948647,0.121872865
YEL060C,0.134259259,0,0.041239629,0.037115666,0.032991703,0.02886774,0.024743777,0.020619815,0.016495852,0.012371889,0.008247926,0.004123963,0.017137493,0.030151022,0.043164552,0.056178081,0.069191611,0.082205141,0.09521867,0.1082322,0.121245729
YLR097C,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YPL203W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YHR200W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YER178W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YPR108W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YFR052W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YOR375C,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YHR199C,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YBL049W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YKL161C,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YML016C,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YOR229W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YER066C-A,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YDL025C,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YLR238W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YNL053W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YBL085W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YNL055C,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YLR295C,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YKL189W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YMR066W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YOR232W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YER021W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YDR032C,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YDR427W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YGL253W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YBR085W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YEL051W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YCR001W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YJR052W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YML109W,0.134259259,0,0,0,0,0,0,0,0,0,0,0,0.013425926,0.026851852,0.040277778,0.053703704,0.06712963,0.080555555,0.093981481,0.107407407,0.120833333
YBL099W,0.101851852,0.124674841,0.081747194,0.086039959,0.090332723,0.094625488,0.098918253,0.103211018,0.107503782,0.111796547,0.116089312,0.120382076,0.118529054,0.116676031,0.114823009,0.112969987,0.111116964,0.109263942,0.107410919,0.105557897,0.103704874
YNL135C,0.074074074,0.209025531,0.358223524,0.343303725,0.328383925,0.313464126,0.298544327,0.283624528,0.268704728,0.253784929,0.23886513,0.22394533,0.208958205,0.193971079,0.178983953,0.163996828,0.149009702,0.134022577,0.119035451,0.104048325,0.0890612
YIL066C,0.074074074,0.207187993,0.358223524,0.343119971,0.328016418,0.312912865,0.297809312,0.282705759,0.267602205,0.252498652,0.237395099,0.222291546,0.207469799,0.192648052,0.177826304,0.163004557,0.14818281,0.133361063,0.118539316,0.103717568,0.088895821
YFL016C,0.074074074,0.23842384,0,0.023842384,0.047684768,0.071527152,0.095369536,0.11921192,0.143054304,0.166896688,0.190739072,0.214581456,0.200530718,0.18647998,0.172429241,0.158378503,0.144327765,0.130277027,0.116226289,0.10217555,0.088124812
YOL115W,0.074074074,0.1796425,0.39238653,0.371112127,0.349837724,0.328563321,0.307288918,0.286014515,0.264740112,0.243465709,0.222191306,0.200916903,0.18823262,0.175548337,0.162864054,0.150179771,0.137495489,0.124811206,0.112126923,0.09944264,0.086758357
YKL104C,0.074074074,0.217101842,0,0.021710184,0.043420368,0.065130553,0.086840737,0.108550921,0.130261105,0.151971289,0.173681474,0.195391658,0.183259899,0.171128141,0.158996383,0.146864624,0.134732866,0.122601108,0.110469349,0.098337591,0.086205832
YDR075W,0.074074074,0.128501185,0.750610054,0.688399167,0.62618828,0.563977393,0.501766506,0.43955562,0.377344733,0.315133846,0.252922959,0.190712072,0.179048272,0.167384472,0.155720673,0.144056873,0.132393073,0.120729273,0.109065473,0.097401674,0.085737874
YDL145C,0.074074074,0.157693115,0.487066862,0.454129487,0.421192113,0.388254738,0.355317363,0.322379989,0.289442614,0.256505239,0.223567864,0.19063049,0.178974848,0.167319207,0.155663565,0.144007923,0.132352282,0.12069664,0.109040999,0.097385357,0.085729716
YAL021C,0.074074074,0.111383055,0.750610054,0.686687354,0.622764654,0.558841954,0.494919254,0.430996555,0.367073855,0.303151155,0.239228455,0.175305755,0.165182587,0.155059419,0.144936251,0.134813083,0.124689914,0.114566746,0.104443578,0.09432041,0.084197242
YLL019C,0.074074074,0.19223316,0,0.019223316,0.038446632,0.057669948,0.076893264,0.09611658,0.115339896,0.134563212,0.153786528,0.173009844,0.163116267,0.15322269,0.143329113,0.133435536,0.123541959,0.113648382,0.103754805,0.093861228,0.083967651
YNL290W,0.074074074,0.139635994,0.39238653,0.367111476,0.341836423,0.316561369,0.291286316,0.266011262,0.240736208,0.215461155,0.190186101,0.164911048,0.15582735,0.146743653,0.137659956,0.128576258,0.119492561,0.110408863,0.101325166,0.092241469,0.083157771
YJL088W,0.074074074,0.13821279,0.358223524,0.336222451,0.314221377,0.292220304,0.27021923,0.248218157,0.226217084,0.20421601,0.182214937,0.160213863,0.151599884,0.142985906,0.134371927,0.125757948,0.117143969,0.10852999,0.099916011,0.091302032,0.082688053
YGL137W,0.101851852,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.054021203,0.059335719,0.064650236,0.069964753,0.075279269,0.080593786,0.085908302,0.091222819,0.096537335
YDR099W,0.074074074,0.092734465,0.750610054,0.684822495,0.619034936,0.553247377,0.487459818,0.42167226,0.355884701,0.290097142,0.224309583,0.158522024,0.150077229,0.141632434,0.133187639,0.124742844,0.116298049,0.107853254,0.099408459,0.090963664,0.082518869
YNL189W,0.018518519,0.334432788,0.750610054,0.708992327,0.667374601,0.625756874,0.584139148,0.542521421,0.500903694,0.459285968,0.417668241,0.376050515,0.340297315,0.304544115,0.268790916,0.233037716,0.197284517,0.161531317,0.125778118,0.090024918,0.054271719
YDR128W,0.074074074,0.154485522,0.122986823,0.126136693,0.129286563,0.132436433,0.135586303,0.138736173,0.141886042,0.145035912,0.148185782,0.151335652,0.143609494,0.135883336,0.128157179,0.120431021,0.112704863,0.104978705,0.097252547,0.08952639,0.081800232
YDL101C,0.074074074,0.122846599,0.39238653,0.365432537,0.338478544,0.311524551,0.284570558,0.257616565,0.230662571,0.203708578,0.176754585,0.149800592,0.14222794,0.134655288,0.127082637,0.119509985,0.111937333,0.104364681,0.096792029,0.089219378,0.081646726
YJR035W,0.074074074,0.122496021,0.39238653,0.365397479,0.338408428,0.311419377,0.284430326,0.257441276,0.230452225,0.203463174,0.176474123,0.149485072,0.141943972,0.134402872,0.126861773,0.119320673,0.111779573,0.104238473,0.096697373,0.089156274,0.081615174
YDR388W,0.101851852,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.042425302,0.049028252,0.055631202,0.062234152,0.068837102,0.075440052,0.082043002,0.088645952,0.095248902
YDL132W,0.074074074,0.07667097,0.750610054,0.683216146,0.615822237,0.548428329,0.48103442,0.413640512,0.346246604,0.278852695,0.211458787,0.144064878,0.137065798,0.130066718,0.123067637,0.116068557,0.109069476,0.102070396,0.095071315,0.088072235,0.081073154
YKL060C,0.074074074,0.158689998,0,0.015869,0.031738,0.047606999,0.063475999,0.079344999,0.095213999,0.111082999,0.126951998,0.142820998,0.135946306,0.129071613,0.122196921,0.115322229,0.108447536,0.101572844,0.094698151,0.087823459,0.080948766
YGL163C,0.074074074,0.101857596,0.39238653,0.363333637,0.334280743,0.30522785,0.276174956,0.247122063,0.21806917,0.189016276,0.159963383,0.130910489,0.125226848,0.119543206,0.113859565,0.108175923,0.102492282,0.09680864,0.091124999,0.085441357,0.079757716
YPL061W,0.074074074,0.104850162,0.358223524,0.332886188,0.307548852,0.282211515,0.256874179,0.231536843,0.206199507,0.180862171,0.155524834,0.130187498,0.124576156,0.118964813,0.113353471,0.107742129,0.102130786,0.096519444,0.090908101,0.085296759,0.079685416
YOR151C,0.074074074,0.088084141,0.39238653,0.361956291,0.331526052,0.301095813,0.270665574,0.240235336,0.209805097,0.179374858,0.148944619,0.11851438,0.114070349,0.109626319,0.105182288,0.100738258,0.096294227,0.091850196,0.087406166,0.082962135,0.078518105
YFL018C,0.074074074,0.12631407,0,0.012631407,0.025262814,0.037894221,0.050525628,0.063157035,0.075788442,0.088419849,0.101051256,0.113682663,0.109721804,0.105760945,0.101800086,0.097839227,0.093878369,0.08991751,0.085956651,0.081995792,0.078034933
YDL225W,0.074074074,0.111804363,0.099072718,0.100345883,0.101619047,0.102892212,0.104165376,0.105438541,0.106711705,0.10798487,0.109258034,0.110531199,0.106885486,0.103239774,0.099594061,0.095948349,0.092302636,0.088656924,0.085011211,0.081365499,0.077719786
YOL139C,0.074074074,0.104900036,0,0.010490004,0.020980007,0.031470011,0.041960014,0.052450018,0.062940022,0.073430025,0.083920029,0.094410032,0.092376437,0.090342841,0.088309245,0.086275649,0.084242053,0.082208457,0.080174862,0.078141266,0.07610767
YGL237C,0.074074074,0.054816333,0.39238653,0.35862951,0.324872491,0.291115471,0.257358451,0.223601432,0.189844412,0.156087392,0.122330372,0.088573353,0.087123425,0.085673497,0.084223569,0.082773641,0.081323713,0.079873785,0.078423858,0.07697393,0.075524002
YDR200C,0.074074074,0.082730183,0.103953148,0.101830852,0.099708555,0.097586259,0.095463962,0.093341666,0.091219369,0.089097073,0.086974776,0.08485248,0.083774639,0.082696798,0.081618958,0.080541117,0.079463277,0.078385436,0.077307596,0.076229755,0.075151915
YDR386W,0.074074074,0.048991958,0.39238653,0.358047073,0.323707616,0.289368158,0.255028701,0.220689244,0.186349787,0.15201033,0.117670872,0.083331415,0.082405681,0.081479947,0.080554213,0.079628479,0.078702745,0.07777701,0.076851276,0.075925542,0.074999808
YDL055C,0.074074074,0.048868525,0.358223524,0.327288024,0.296352524,0.265417024,0.234481524,0.203546025,0.172610525,0.141675025,0.110739525,0.079804025,0.07923103,0.078658035,0.07808504,0.077512045,0.076939049,0.076366054,0.075793059,0.075220064,0.074647069
YGL004C,0.074074074,0,0.750610054,0.675549049,0.600488043,0.525427038,0.450366032,0.375305027,0.300244022,0.225183016,0.150122011,0.075061005,0.074962312,0.074863619,0.074764926,0.074666233,0.07456754,0.074468847,0.074370153,0.07427146,0.074172767
YBL026W,0.074074074,0,0.750610054,0.675549049,0.600488043,0.525427038,0.450366032,0.375305027,0.300244022,0.225183016,0.150122011,0.075061005,0.074962312,0.074863619,0.074764926,0.074666233,0.07456754,0.074468847,0.074370153,0.07427146,0.074172767
YER110C,0.074074074,0,0.750610054,0.675549049,0.600488043,0.525427038,0.450366032,0.375305027,0.300244022,0.225183016,0.150122011,0.075061005,0.074962312,0.074863619,0.074764926,0.074666233,0.07456754,0.074468847,0.074370153,0.07427146,0.074172767
YPR111W,0.074074074,0.076413619,0,0.007641362,0.015282724,0.022924086,0.030565448,0.03820681,0.045848171,0.053489533,0.061130895,0.068772257,0.069302439,0.06983262,0.070362802,0.070892984,0.071423166,0.071953347,0.072483529,0.073013711,0.073543892
YOL126C,0.013888889,0.297406564,0.358223524,0.352141828,0.346060132,0.339978436,0.33389674,0.327815044,0.321733348,0.315651652,0.309569956,0.30348826,0.274528323,0.245568386,0.216608449,0.187648512,0.158688575,0.129728637,0.1007687,0.071808763,0.042848826
YJL173C,0.074074074,0.023818671,0.39238653,0.355529744,0.318672958,0.281816172,0.244959386,0.208102601,0.171245815,0.134389029,0.097532243,0.060675457,0.062015319,0.06335518,0.064695042,0.066034904,0.067374765,0.068714627,0.070054489,0.071394351,0.072734212
YBR019C,0.074074074,0.06620731,0,0.006620731,0.013241462,0.019862193,0.026482924,0.033103655,0.039724386,0.046345117,0.052965848,0.059586579,0.061035329,0.062484078,0.063932828,0.065381577,0.066830327,0.068279076,0.069727826,0.071176575,0.072625325
