Proteins,Ortho(O),Fun_Go(F),Sub_cell(S),O*F,F*S,O*S,O*F*S,"larg(O,F,S)"
YMR212C,0,0.143518519,0,0,0,0,0,0.143518519
YMR247C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YMR287C,0,0.143518519,0,0,0,0,0,0.143518519
YNR067C,0,0.143518519,0,0,0,0,0,0.143518519
YNR071C,0,0.143518519,0,0,0,0,0,0.143518519
YOL093W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YOR108W,0,0.143518519,0,0,0,0,0,0.143518519
YOR129C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YPL105C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YPL096W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YEL022W,0.023818671,0.143518519,0.444607125,0.00341842,0.063809356,0.010589951,0.001519854,0.444607125
YOR068C,0,0.143518519,0.122986823,0,0.017650887,0,0,0.143518519
YMR206W,0,0.143518519,0,0,0,0,0,0.143518519
YGL078C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YLL042C,0,0.143518519,0.081747194,0,0.011732236,0,0,0.143518519
YPR049C,0,0.143518519,0.136408004,0,0.019577075,0,0,0.143518519
YPR108W,0,0.134259259,0,0,0,0,0,0.134259259
YLR218C,0,0.143518519,0.081747194,0,0.011732236,0,0,0.143518519
YNR030W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YNL040W,0,0.143518519,0,0,0,0,0,0.143518519
YKR043C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YPL133C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKR008W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YNL075W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YOR056C,0,0.143518519,0.854563202,0,0.122645645,0,0,0.854563202
YPR144C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YEL047C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YOR050C,0,0.143518519,0,0,0,0,0,0.143518519
YDL045W-A,0,0.143518519,0,0,0,0,0,0.143518519
YGR150C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YJR101W,0.047381837,0.143518519,0,0.006800171,0,0,0,0.143518519
YKL003C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YKL155C,0.045394032,0.143518519,0,0.006514884,0,0,0,0.143518519
YNL137C,0.046480159,0.143518519,0,0.006670764,0,0,0,0.143518519
YNL186W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YNL306W,0.046411557,0.143518519,0,0.006660918,0,0,0,0.143518519
YOR205C,0,0.143518519,0,0,0,0,0,0.143518519
YPL013C,0.04810084,0.143518519,0,0.006903361,0,0,0,0.143518519
YPL118W,0.047108038,0.143518519,0,0.006760876,0,0,0,0.143518519
YLL037W,0,0.143518519,0,0,0,0,0,0.143518519
YGR143W,0,0.143518519,0,0,0,0,0,0.143518519
YMR218C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YOR115C,0,0.143518519,0.151049292,0,0.021678371,0,0,0.151049292
YML018C,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YOR370C,0,0.143518519,0,0,0,0,0,0.143518519
YLR255C,0,0.143518519,0,0,0,0,0,0.143518519
YPR031W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YLR152C,0,0.143518519,0,0,0,0,0,0.143518519
YPR010C-A,0,0.143518519,0,0,0,0,0,0.143518519
YOR208W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YIL006W,0,0.143518519,0,0,0,0,0,0.143518519
YNL141W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YLR311C,0,0.143518519,0,0,0,0,0,0.143518519
YPR028W,0.084313879,0.143518519,0.151049292,0.012100603,0.021678371,0.012735552,0.001827788,0.151049292
YDL238C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YPL200W,0,0.143518519,0.496339678,0,0.071233936,0,0,0.496339678
YPL195W,0,0.143518519,0.487066862,0,0.069903115,0,0,0.487066862
YPR034W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YPL087W,0,0.143518519,0.151049292,0,0.021678371,0,0,0.151049292
YPL132W,0,0.143518519,0,0,0,0,0,0.143518519
YLR137W,0,0.143518519,0,0,0,0,0,0.143518519
YML089C,0,0.143518519,0,0,0,0,0,0.143518519
YLR237W,0,0.143518519,0,0,0,0,0,0.143518519
YOR192C,0,0.143518519,0,0,0,0,0,0.143518519
YPR063C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YPL065W,0,0.143518519,0.543923865,0,0.078063148,0,0,0.543923865
YPR161C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YLR123C,0,0.143518519,0,0,0,0,0,0.143518519
YPL135W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YDR261W-B,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YHR189W,0,0.143518519,0,0,0,0,0,0.143518519
YJR095W,0,0.143518519,0,0,0,0,0,0.143518519
YPL265W,0,0.143518519,0,0,0,0,0,0.143518519
YKL105C,0,0.143518519,0.487066862,0,0.069903115,0,0,0.487066862
YKL202W,0,0.143518519,0,0,0,0,0,0.143518519
YKR023W,0,0.143518519,0,0,0,0,0,0.143518519
YKR049C,0,0.143518519,0,0,0,0,0,0.143518519
YMR103C,0,0.143518519,0,0,0,0,0,0.143518519
YMR140W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YMR156C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YMR265C,0,0.143518519,0,0,0,0,0,0.143518519
YNL267W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YNL291C,0,0.143518519,0.151049292,0,0.021678371,0,0,0.151049292
YOL046C,0,0.143518519,0,0,0,0,0,0.143518519
YPL156C,0,0.143518519,0,0,0,0,0,0.143518519
YPL224C,0,0.143518519,0,0,0,0,0,0.143518519
YPR008W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YPR023C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YPR160C-A,0,0.143518519,0,0,0,0,0,0.143518519
YDL016C,0,0.143518519,0,0,0,0,0,0.143518519
YPR051W,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YPR075C,0,0.143518519,0.088335774,0,0.012677819,0,0,0.143518519
YPR076W,0,0.143518519,0,0,0,0,0,0.143518519
YPR193C,0.056205504,0.143518519,0,0.008066531,0,0,0,0.143518519
YLR263W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YPR088C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YPL126W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YER189W,0,0.143518519,0,0,0,0,0,0.143518519
YPL208W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJR106W,0,0.143518519,0,0,0,0,0,0.143518519
YNL196C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YDL157C,0,0.143518519,0,0,0,0,0,0.143518519
YNL100W,0,0.143518519,0,0,0,0,0,0.143518519
YKR060W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YPL217C,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YER150W,0,0.143518519,0,0,0,0,0,0.143518519
YJL043W,0,0.143518519,0,0,0,0,0,0.143518519
YPL005W,0,0.143518519,0.081747194,0,0.011732236,0,0,0.143518519
YLR374C,0,0.143518519,0,0,0,0,0,0.143518519
YOR209C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YOR241W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YNL166C,0,0.143518519,0.375549048,0,0.053898243,0,0,0.375549048
YIR039C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YLR253W,0,0.143518519,0,0,0,0,0,0.143518519
YPL245W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YOL085C,0,0.143518519,0,0,0,0,0,0.143518519
YDL231C,0,0.143518519,0,0,0,0,0,0.143518519
YKL220C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YMR075C-A,0,0.143518519,0,0,0,0,0,0.143518519
YJR126C,0,0.143518519,0,0,0,0,0,0.143518519
YMR132C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YML114C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YOR348C,0,0.143518519,0,0,0,0,0,0.143518519
YGR128C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKL099C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YNR043W,0,0.143518519,0,0,0,0,0,0.143518519
YNR054C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YOR078W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YDR400W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJL160C,0,0.143518519,0,0,0,0,0,0.143518519
YER001W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YIL134W,0,0.143518519,0,0,0,0,0,0.143518519
YLR138W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YNL318C,0,0.143518519,0,0,0,0,0,0.143518519
YNR066C,0,0.143518519,0,0,0,0,0,0.143518519
YOR266W,0,0.143518519,0,0,0,0,0,0.143518519
YPR058W,0,0.143518519,0,0,0,0,0,0.143518519
YLR032W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YNL171C,0,0.143518519,0,0,0,0,0,0.143518519
YGL143C,0,0.143518519,0,0,0,0,0,0.143518519
YNR027W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YMR277W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YNL014W,0.042518716,0.143518519,0,0.006102223,0,0,0,0.143518519
YOR323C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YOR023C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJL156C,0,0.143518519,0.487066862,0,0.069903115,0,0,0.487066862
YPL220W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKL077W,0,0.143518519,0,0,0,0,0,0.143518519
YOR281C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YLL031C,0.023818671,0.143518519,0.103953148,0.00341842,0.014919202,0.002476026,0.000355356,0.143518519
YOL089C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YOR367W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YPL008W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YNR058W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YHL029C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YCR097W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR216C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YMR079W,0,0.143518519,0.128843338,0,0.018491405,0,0,0.143518519
YDR151C,0,0.143518519,0,0,0,0,0,0.143518519
YHR032W,0,0.143518519,0,0,0,0,0,0.143518519
YIL172C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YFR057W,0,0.143518519,0,0,0,0,0,0.143518519
YIL041W,0,0.143518519,0.128843338,0,0.018491405,0,0,0.143518519
YKL039W,0,0.143518519,0.151049292,0,0.021678371,0,0,0.151049292
YLR231C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YLR331C,0,0.143518519,0,0,0,0,0,0.143518519
YNR048W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YOL091W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YOR006C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YOR214C,0,0.143518519,0,0,0,0,0,0.143518519
YOR313C,0,0.143518519,0,0,0,0,0,0.143518519
YPL218W,0,0.143518519,0.59102001,0,0.084822317,0,0,0.59102001
YKL089W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YOR373W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YLR309C,0,0.143518519,0.487066862,0,0.069903115,0,0,0.487066862
YDR421W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YDR363W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJL146W,0,0.143518519,0,0,0,0,0,0.143518519
YLL014W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YMR302C,0,0.143518519,0,0,0,0,0,0.143518519
YNL286W,0,0.143518519,0,0,0,0,0,0.143518519
YPR121W,0,0.143518519,0,0,0,0,0,0.143518519
YKL195W,0,0.143518519,0,0,0,0,0,0.143518519
YMR028W,0,0.143518519,0,0,0,0,0,0.143518519
YMR196W,0,0.143518519,0,0,0,0,0,0.143518519
YMR289W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YMR013C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YOR145C,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YLR063W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YPL109C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YNL052W,0,0.143518519,0,0,0,0,0,0.143518519
YNL153C,0,0.143518519,0,0,0,0,0,0.143518519
YPL055C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YDR081C,0,0.143518519,0,0,0,0,0,0.143518519
YPR078C,0,0.143518519,0,0,0,0,0,0.143518519
YDR304C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YDR431W,0,0.143518519,0,0,0,0,0,0.143518519
YDR513W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YGL020C,0,0.143518519,0.151049292,0,0.021678371,0,0,0.151049292
YML101C,0,0.143518519,0.462176672,0,0.066330911,0,0,0.462176672
YOL159C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YPL252C,0,0.143518519,0,0,0,0,0,0.143518519
YDR051C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YMR031C,0,0.143518519,0.487066862,0,0.069903115,0,0,0.487066862
YMR086W,0,0.143518519,0.487066862,0,0.069903115,0,0,0.487066862
YDR288W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKL015W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YLR040C,0,0.143518519,0,0,0,0,0,0.143518519
YOR180C,0,0.143518519,0.013421181,0,0.001926188,0,0,0.143518519
YPL091W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YDR208W,0,0.143518519,0,0,0,0,0,0.143518519
YLR142W,0,0.143518519,0,0,0,0,0,0.143518519
YLR410W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YNL277W-A,0,0.143518519,0,0,0,0,0,0.143518519
YPL009C,0.038050419,0.143518519,0.358223524,0.00546094,0.05141171,0.013630555,0.001956237,0.358223524
YDR049W,0,0.143518519,0.548560273,0,0.078728558,0,0,0.548560273
YML068W,0,0.143518519,0,0,0,0,0,0.143518519
YPR015C,0.052520559,0.143518519,0,0.007537673,0,0,0,0.143518519
YKL102C,0,0.143518519,0,0,0,0,0,0.143518519
YJR012C,0,0.143518519,0,0,0,0,0,0.143518519
YJR108W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YDR274C,0,0.143518519,0,0,0,0,0,0.143518519
YGR171C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YJL149W,0,0.143518519,0,0,0,0,0,0.143518519
YLR100W,0,0.143518519,0.185700342,0,0.026651438,0,0,0.185700342
YML088W,0,0.143518519,0,0,0,0,0,0.143518519
YMR297W,0.043892922,0.143518519,0.041239629,0.006299447,0.00591865,0.001810128,0.000259787,0.143518519
YPR040W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJL186W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YMR035W,0,0.143518519,0,0,0,0,0,0.143518519
YPL145C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YPR077C,0,0.143518519,0,0,0,0,0,0.143518519
YPL228W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YPR187W,0.046852111,0.143518519,0.750610054,0.006724146,0.107726443,0.035167666,0.005047211,0.750610054
YPL010W,0,0.143518519,0.487066862,0,0.069903115,0,0,0.487066862
YPL222W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YKL070W,0,0.143518519,0,0,0,0,0,0.143518519
YLR065C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YFL001W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJL175W,0,0.143518519,0,0,0,0,0,0.143518519
YNL280C,0,0.143518519,0,0,0,0,0,0.143518519
YOL118C,0,0.143518519,0,0,0,0,0,0.143518519
YOR309C,0,0.143518519,0,0,0,0,0,0.143518519
YOR314W,0,0.143518519,0,0,0,0,0,0.143518519
YOR321W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YPR029C,0,0.143518519,0.487066862,0,0.069903115,0,0,0.487066862
YOR111W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YOR378W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YOR204W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YPR176C,0,0.143518519,0,0,0,0,0,0.143518519
YGR062C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YOR026W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YPR181C,0,0.143518519,0.59102001,0,0.084822317,0,0,0.59102001
YEL024W,0,0.143518519,0,0,0,0,0,0.143518519
YMR110C,0,0.143518519,0.462176672,0,0.066330911,0,0,0.462176672
YOL065C,0,0.143518519,0.543923865,0,0.078063148,0,0,0.543923865
YFR032C,0,0.143518519,0,0,0,0,0,0.143518519
YHL038C,0,0.143518519,0,0,0,0,0,0.143518519
YJR041C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YLR010C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YOL129W,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YPR113W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YPR183W,0.074961242,0.143518519,0.103953148,0.010758326,0.014919202,0.007792457,0.001118362,0.143518519
YOR103C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YLR085C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YPR148C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YNR012W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YLR270W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YOR242C,0,0.143518519,0,0,0,0,0,0.143518519
YFR055W,0,0.143518519,0,0,0,0,0,0.143518519
YGL125W,0,0.143518519,0,0,0,0,0,0.143518519
YMR187C,0,0.143518519,0,0,0,0,0,0.143518519
YOR009W,0,0.143518519,0,0,0,0,0,0.143518519
YPL102C,0,0.143518519,0,0,0,0,0,0.143518519
YPL114W,0,0.143518519,0,0,0,0,0,0.143518519
YPR136C,0,0.143518519,0,0,0,0,0,0.143518519
YMR188C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YPR056W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YLR413W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YDR077W,0,0.143518519,0,0,0,0,0,0.143518519
YPL024W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGL239C,0,0.143518519,0,0,0,0,0,0.143518519
YLR376C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YPL122C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YDR442W,0,0.143518519,0,0,0,0,0,0.143518519
YGR006W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YNL293W,0,0.143518519,0.375549048,0,0.053898243,0,0,0.375549048
YOR298C-A,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YPL095C,0,0.143518519,0,0,0,0,0,0.143518519
YNL041C,0,0.143518519,0.128843338,0,0.018491405,0,0,0.143518519
YNL185C,0.139094314,0.143518519,0,0.01996261,0,0,0,0.143518519
YKL188C,0,0.143518519,0.013421181,0,0.001926188,0,0,0.143518519
YNR051C,0,0.143518519,0,0,0,0,0,0.143518519
YER182W,0,0.143518519,0,0,0,0,0,0.143518519
YHR134W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YPL226W,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YPL113C,0,0.143518519,0,0,0,0,0,0.143518519
YPL121C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YLR410W-B,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YMR031W-A,0,0.143518519,0,0,0,0,0,0.143518519
YNR049C,0,0.143518519,0,0,0,0,0,0.143518519
YPL232W,0,0.143518519,0,0,0,0,0,0.143518519
YLR228C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YPL089C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YPL190C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YPR104C,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YGL013C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YMR316W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YNL239W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJR069C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YOR134W,0,0.143518519,0,0,0,0,0,0.143518519
YMR029C,0,0.143518519,0.462176672,0,0.066330911,0,0,0.462176672
YPL180W,0,0.143518519,0.679355783,0,0.097500136,0,0,0.679355783
YOL052C,0,0.143518519,0,0,0,0,0,0.143518519
YPL175W,0.023818671,0.143518519,0.103953148,0.00341842,0.014919202,0.002476026,0.000355356,0.143518519
YHL001W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YMR219W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YER183C,0,0.143518519,0,0,0,0,0,0.143518519
YNL210W,0,0.143518519,0,0,0,0,0,0.143518519
YNL295W,0,0.143518519,0,0,0,0,0,0.143518519
YOL116W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YOR028C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YPL057C,0,0.143518519,0,0,0,0,0,0.143518519
YOR303W,0.023818671,0.143518519,0.358223524,0.00341842,0.05141171,0.008532408,0.001224559,0.358223524
YFL002W-B,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YDR454C,0,0.143518519,0,0,0,0,0,0.143518519
YER098W,0,0.143518519,0,0,0,0,0,0.143518519
YNL259C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YDR509W,0,0.143518519,0,0,0,0,0,0.143518519
YOR060C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YOL142W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YOR076C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YPR189W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YNL213C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YHR163W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR125W,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YOR279C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YPL170W,0,0.143518519,0,0,0,0,0,0.143518519
YLR323C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YFL053W,0,0.143518519,0,0,0,0,0,0.143518519
YDR478W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YER035W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YFL015C,0,0.143518519,0,0,0,0,0,0.143518519
YGR036C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YGL186C,0,0.143518519,0,0,0,0,0,0.143518519
YJL204C,0,0.143518519,0.375549048,0,0.053898243,0,0,0.375549048
YOL098C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YPR036W,0.023818671,0.143518519,0.122986823,0.00341842,0.017650887,0.002929383,0.000420421,0.143518519
YJR158W,0,0.143518519,0,0,0,0,0,0.143518519
YMR074C,0,0.143518519,0,0,0,0,0,0.143518519
YOR359W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YPR084W,0,0.143518519,0,0,0,0,0,0.143518519
YLR099C,0,0.143518519,0,0,0,0,0,0.143518519
YNL070W,0,0.143518519,0,0,0,0,0,0.143518519
YJL207C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YJL139C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YMR221C,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YOR320C,0,0.143518519,0.088335774,0,0.012677819,0,0,0.143518519
YOR382W,0,0.143518519,0,0,0,0,0,0.143518519
YOL104C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YNR060W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YNL024C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YPL108W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YOR292C,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YJL133W,0,0.143518519,0,0,0,0,0,0.143518519
YJL195C,0,0.143518519,0,0,0,0,0,0.143518519
YLR243W,0,0.143518519,0,0,0,0,0,0.143518519
YOR004W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YPL135C-A,0,0.143518519,0,0,0,0,0,0.143518519
YPR095C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YPR180W,0.081450845,0.143518519,0,0.011689705,0,0,0,0.143518519
YGL074C,0,0.143518519,0,0,0,0,0,0.143518519
YLR336C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YPL216W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKR053C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YJL193W,0,0.143518519,0,0,0,0,0,0.143518519
YLL056C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YMR292W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YNL326C,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YNR026C,0,0.143518519,0.151049292,0,0.021678371,0,0,0.151049292
YOL075C,0,0.143518519,0,0,0,0,0,0.143518519
YOR305W,0,0.143518519,0,0,0,0,0,0.143518519
YPL077C,0,0.143518519,0,0,0,0,0,0.143518519
YPL280W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YNR059W,0,0.143518519,0,0,0,0,0,0.143518519
YPR005C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YFL031W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YOR031W,0,0.143518519,0,0,0,0,0,0.143518519
YLL046C,0,0.143518519,0,0,0,0,0,0.143518519
YLR173W,0,0.143518519,0,0,0,0,0,0.143518519
YNR056C,0,0.143518519,0,0,0,0,0,0.143518519
