protein,degree,betweenness,closeness,eigenvector,clustering,OS,P_Ci,GO_Nb,essential,phys_1,phys_2,phys_3,phys_4,phys_5,phys_6,phys_7,phys_8,phys_9,phys_10,N_c,Sim_Loc,Ortho_Sim_Loc
YGR266W,1,0.0,0.25495268296801105,0.002722717702028347,0.0,1.0,0.0,0.0,0,0.11127,-0.45521,37.75795,6.39532,93.0,85.0,134660.0,0.0,1.65859,8e-05,0.0,0.0,0.5
YOR124C,2,4.724641587382361e-06,0.2477173007854916,0.0005412529847535741,0.0,1.0,0.0,0.0,0,0.09591,-0.53939,38.49634,5.07892,196.0,147.0,131015.0,0.0,0.8952,3e-05,0.0,0.0,0.5
YOR302W,9,0.0001772685564028695,0.2941024962248974,0.006047283817108736,0.05555555555555555,7.150963597430406,0.0,0.0,0,0.16,-0.7,40.86,5.93585,2.0,1.0,8605.0,0.0,2.88834,0.00199,0.0,0.0,0.5
YKL201C,3,0.00020481689836442907,0.23295193070891543,0.0002466104279639837,0.0,0.0,0.0,0.0,0,0.10866,-0.99474,51.4018,6.11188,205.0,192.0,152710.0,0.0,1.09564,4e-05,0.0,0.0,0.0
YGR275W,2,3.69057349274231e-06,0.2523460148923371,0.001043408425326312,0.0,1.6125592417061612,1.0,0.0,0,0.07006,-1.13057,39.69108,5.52264,24.0,22.0,25565.0,0.0,1.43669,0.00031,0.0,0.0,0.5
YNR015W,2,4.982761934738004e-06,0.22658873578542657,7.194237958451261e-05,0.0,1.9395109395109396,0.5,0.0,0,0.0599,-0.29714,34.2526,9.03387,40.0,50.0,35170.0,0.0,0.82142,0.00021,0.0,0.0,0.5
YGR279C,2,9.222440151319983e-07,0.26711788269378645,0.0023063811145893716,0.0,1.5546218487394958,0.0,0.0,0,0.07772,-0.16373,32.35829,4.70905,37.0,24.0,55975.0,0.0,1.39336,0.00012,0.0,0.0,0.5
YPR021C,2,8.178631512419566e-07,0.21699134368503045,5.677616912102056e-05,0.0,0.0,0.0,0.0,0,0.12417,-0.44922,34.60816,8.07892,112.0,115.0,80080.0,0.0,0.76776,8e-05,0.0,0.0,0.0
YGR283C,1,0.0,0.21214930455550463,4.302885521441958e-05,0.0,0.0,0.5,0.0,0,0.08211,-0.39619,41.5654,9.32587,34.0,48.0,36620.0,0.0,0.95003,0.00024,0.0,0.0,0.0
YGR291C,1,0.0,0.24314908889097123,0.00027889540287673195,0.0,1.0,0.0,0.0,0,0.06849,0.03973,49.3274,9.36871,7.0,12.0,3355.0,0.0,0.39694,0.00111,0.0,0.0,0.5
YLR054C,3,0.0008068352103204352,0.21400692489694825,4.8048657822193e-05,0.0,0.0,0.0,0.0,0,0.09392,-0.3942,39.49231,6.20868,95.0,87.0,77555.0,0.0,0.94204,8e-05,0.0,0.0,0.0
YGR294W,5,0.0003714287712247282,0.28233574471358913,0.0015268242651436737,0.0,2.244075829383886,0.0,0.0,1,0.09167,0.23417,17.8075,5.13422,10.0,7.0,15930.0,0.0,1.24265,0.0004,0.13471888792096168,0.0,0.5
YHL018W,7,5.786957018954774e-05,0.288713272195883,0.006175243181570421,0.047619047619047616,5.017017017017017,0.0,2.033333333333333,0,0.08333,-0.52833,24.6275,8.73834,15.0,17.0,32095.0,0.0,2.28826,0.00062,0.0,0.0,0.5
YJL056C,3,8.471591082716768e-05,0.2524604517629423,0.0009111661355853895,0.0,0.0,1.0,0.0,0,0.06364,-0.92705,43.57545,6.55902,105.0,92.0,71935.0,0.0,0.72761,7e-05,0.0,0.0,0.0
YKR009C,1,0.0,0.23940797618918927,0.0003883792538803212,0.0,1.0,0.0,0.0,0,0.09333,-0.159,31.17667,9.05499,90.0,105.0,98960.0,0.0,1.00261,9e-05,0.0,0.0,0.5
YMR189W,2,1.0167740990529794e-05,0.2531492585735324,0.0009527769255422549,0.0,0.0,0.0,0.0,0,0.07157,-0.19555,44.44391,6.82526,109.0,105.0,80285.0,0.0,0.70149,6e-05,0.0,0.0,0.0
YNR005C,2,1.1698760759532698e-05,0.2440254298503484,0.0005233696020403945,0.0,0.0,0.0,0.0,0,0.08209,0.6403,57.54328,7.81866,8.0,9.0,7240.0,0.0,0.49164,0.00053,0.0,0.0,0.0
YNR006W,2,0.0,0.2519653067984588,0.0010200943284683042,1.0,1.7442748091603053,0.0,0.75,0,0.05305,-0.85707,74.47862,5.18353,103.0,80.0,40560.0,0.0,0.57149,7e-05,0.0,0.0,0.5
YOR067C,2,1.731624011906124e-05,0.2446211368854288,0.0004514314542622606,0.0,0.0,0.5,0.0,0,0.18024,0.48718,32.78269,9.52386,35.0,59.0,126710.0,0.0,1.88041,0.00014,0.0,0.0,0.0
YMR158W,1,0.0,0.23270308511854315,0.00016172257091262246,0.0,1.0,0.0,0.0,0,0.05161,-0.22065,38.39032,9.65143,12.0,23.0,12085.0,0.0,0.69174,0.00055,0.0,0.0,0.5
YLR046C,1,0.0,0.20137982820286787,2.221425508599429e-05,0.0,0.0,0.0,0.0,0,0.13704,0.55963,45.80815,9.48761,16.0,24.0,41285.0,0.0,1.32948,0.00031,0.0,0.0,0.0
YHL009C,2,0.0,0.2761577537169902,0.002613719537126356,1.0,1.9135618479880776,0.5,10.0,0,0.07879,-0.95758,55.11939,5.04364,54.0,41.0,24255.0,0.0,0.63905,0.00013,0.0,0.0,0.5
YHL015W,2,1.0228500171538506e-05,0.20058169365016026,2.5198606433352606e-05,0.0,2.0,0.0,0.0,1,0.03306,-0.64545,42.63223,9.52057,15.0,20.0,8480.0,0.0,0.60977,0.00068,0.13471888792096168,0.0,0.5
YOR350C,2,5.435674451275796e-06,0.19625264887142,9.862808503185496e-06,0.0,1.3970588235294117,0.0,0.0,0,0.10558,-0.33831,44.45557,8.90143,76.0,86.0,78810.0,0.0,1.02047,0.00012,0.0,0.0,0.5
YLR170C,4,2.0013773805656784e-06,0.24688726351075949,0.001219334400400497,0.8333333333333334,1.0,0.2,9.333333333333334,0,0.08974,-0.08013,25.39038,6.42169,21.0,20.0,17795.0,0.0,0.98033,0.00035,0.0,0.0,0.5
YOR107W,1,0.0,0.19710964733810743,1.1807554186022568e-05,0.0,0.0,0.5,0.0,0,0.07443,-0.79029,47.46767,8.69672,36.0,41.0,21275.0,0.0,0.60613,0.00025,0.0,0.0,0.0
YHL024W,1,0.0,0.1989884477416638,1.3049645297121871e-05,0.0,1.0,0.0,0.0,0,0.08976,-0.95764,54.2554,5.492,93.0,71.0,71795.0,0.0,0.89623,7e-05,0.0,0.0,0.5
YHL026C,3,0.0003776440466263582,0.26982229122124796,0.0010754244126202689,0.0,1.9135220125786163,0.0,0.0,0,0.13333,0.09333,48.96797,6.71002,28.0,27.0,58245.0,0.0,1.63074,0.00019,0.0,0.0,0.5
YOR275C,4,0.00010670716402144232,0.2553685079351352,0.000892865969514525,0.16666666666666666,1.0,0.5,2.0,0,0.09228,-0.44614,40.27794,5.71759,90.0,82.0,69970.0,0.0,0.92131,8e-05,0.0,0.0,0.5
YHL033C,1,0.0,0.26706093095716393,0.0009749574135262845,0.0,1.0,0.0,0.0,0,0.06641,-0.47461,33.89727,10.03778,23.0,48.0,23045.0,0.0,0.8194,0.00036,0.0,0.0,0.5
YHL036W,1,0.0,0.2102089417112378,2.2883607032578105e-05,0.0,0.0,0.0,0.0,0,0.14835,0.68242,26.67145,8.93805,32.0,41.0,85925.0,0.0,1.41746,0.00015,0.0,0.0,0.0
YPR163C,6,0.00035033591792834153,0.26671972987422693,0.0008930923886927467,0.06666666666666667,3.556440903054449,0.0,0.75,0,0.06651,-1.09908,46.01583,5.17145,79.0,69.0,67950.0,0.0,1.40041,0.00011,0.0,0.0,0.5
YHL039W,1,0.0,0.22680413406760006,0.0001913576400687978,0.0,0.0,0.0,0.0,0,0.11966,-0.20513,35.49646,6.25287,68.0,65.0,85675.0,0.0,1.27017,9e-05,0.0,0.0,0.0
YNL329C,4,0.00032094029959516815,0.2553815243227154,0.0008837588686267263,0.0,3.5747001090512542,0.0,0.0,0,0.09417,-0.09767,46.5412,5.44916,121.0,102.0,84795.0,0.0,0.73371,5e-05,0.0,0.0,0.5
YHL043W,2,6.39282879443498e-06,0.25817128488109203,0.0007283716499466747,0.0,0.0,0.0,0.0,0,0.14706,-0.33941,57.72118,8.88287,19.0,23.0,42440.0,0.0,2.1422,0.00045,0.0,0.0,0.0
YKR035C,1,0.0,0.21830552593295946,3.89633764822309e-05,0.0,0.0,0.0,0.0,0,0.12207,0.6892,41.77371,4.72772,13.0,10.0,15855.0,0.0,0.68227,0.0002,0.0,0.0,0.0
YHL046C,1,0.0,0.22544681991033805,0.00010081312254304305,0.0,0.0,0.0,0.0,0,0.09167,0.23333,18.61167,5.13422,10.0,7.0,15930.0,0.0,1.23685,0.0004,0.0,0.0,0.0
YHL047C,1,0.0,0.22915889707680903,0.0002650616644559216,0.0,0.0,0.0,0.0,0,0.13065,0.39274,33.76924,8.51691,48.0,53.0,139325.0,0.0,2.00279,0.00012,0.0,0.0,0.0
YKL079W,3,9.029175344172995e-05,0.2689388151200941,0.00112545702477056,0.0,1.8557919621749408,0.0,0.0,0,0.05183,-0.63415,54.15854,6.47894,91.0,87.0,36620.0,0.0,0.49622,9e-05,0.0,0.0,0.5
YHL049C,2,5.6811215152909705e-05,0.25460288254928365,0.0006587419890794345,0.0,0.0,0.0,0.0,0,0.1107,-0.41292,31.62443,9.15143,34.0,43.0,17140.0,0.0,0.54404,0.00029,0.0,0.0,0.0
YOL099C,2,9.715119306546366e-07,0.22340616781947442,6.506831656913088e-05,0.0,1.0,0.0,0.0,0,0.12883,0.72331,25.66687,4.25836,21.0,11.0,13240.0,0.0,0.721,0.00023,0.0,0.0,0.5
YHR001W,1,0.0,0.23579133727174703,0.0009500433801214836,0.0,0.0,0.5,0.0,0,0.09382,-0.57414,47.57945,6.72247,60.0,58.0,54445.0,0.0,1.09318,0.00013,0.0,0.0,0.0
YMR069W,2,0.000195442938518955,0.2208555992985697,9.697105973689177e-05,0.0,0.0,0.5,0.0,0,0.09474,-0.31965,43.23653,8.31989,33.0,36.0,34475.0,0.0,1.06623,0.00026,0.0,0.0,0.0
YPR004C,1,0.0,0.2044448576197557,8.049969119839941e-05,0.0,1.0,0.0,0.0,0,0.05233,0.06047,31.47907,8.7215,35.0,40.0,18170.0,0.0,0.49372,0.00024,0.0,0.0,0.5
YHR012W,5,6.570473645953544e-06,0.2576667588422398,0.0008205486171968749,0.5,4.026262626262627,0.0,10.6,0,0.07092,-0.51631,23.81454,4.56049,47.0,28.0,23545.0,0.0,0.75922,0.00015,0.0,0.0,0.5
YKL109W,3,8.668689552664158e-06,0.26323054143571256,0.0015628530433805837,0.0,1.0,1.0,0.0,0,0.0704,-0.98502,53.59314,5.23004,83.0,60.0,33140.0,0.0,0.53099,8e-05,0.0,0.0,0.5
YPR052C,2,7.543553897629465e-06,0.26334122388769854,0.0014996160224369816,0.0,1.0,0.5,0.0,0,0.08602,-1.3043,39.15161,9.76215,14.0,22.0,11460.0,0.0,1.0609,0.0009,0.0,0.0,0.5
YPR188C,4,6.404289106221245e-05,0.27836713849032463,0.002332945343835136,0.0,3.7037457434733256,0.0,0.0,0,0.08589,-0.59202,36.94294,4.34711,35.0,16.0,8480.0,0.0,0.45788,0.00023,0.0,0.0,0.5
YHR024C,3,1.3099201757011612e-08,0.2408580966102948,0.0016151753203459682,0.6666666666666666,2.762566844919786,0.0,4.765873015873016,1,0.08714,-0.29793,39.76766,5.94061,54.0,47.0,47050.0,0.0,0.88213,0.00011,0.13471888792096168,0.0,0.5
YHR025W,2,3.593337557220452e-06,0.2761120977453628,0.004926637182250879,0.0,1.869757174392936,0.0,0.0,0,0.06443,-0.05546,44.10896,5.26324,37.0,30.0,28390.0,0.0,0.73336,0.00014,0.0,0.0,0.5
YIL088C,2,5.696270156272226e-07,0.24523176181720682,0.0006650906613429812,0.0,1.9768009768009769,0.0,0.0,0,0.11429,0.54082,30.68271,5.13556,37.0,28.0,59330.0,0.0,1.1041,0.0001,0.0,0.0,0.5
YLR346C,1,0.0,0.2529447761352662,0.0022408727862061485,0.0,0.0,0.0,0.0,0,0.05941,-0.54752,38.87228,9.19879,11.0,15.0,15720.0,0.0,1.38529,0.00081,0.0,0.0,0.0
YPR047W,3,3.502651619664692e-05,0.28108443902874347,0.00327819264279736,0.0,1.9027595269382391,0.0,0.0,0,0.09382,-0.53006,34.02303,8.04779,66.0,68.0,78100.0,0.0,1.42445,0.00015,0.0,0.0,0.5
YHR035W,4,2.573157417358511e-05,0.2804236931598675,0.004922860655039827,0.0,3.6955645161290325,0.0,0.0,0,0.09841,-0.30984,45.84256,8.84528,63.0,77.0,67250.0,0.0,0.93007,0.00012,0.0,0.0,0.5
YHR038W,3,0.0001760952424357861,0.2819544246306895,0.003905698499148067,0.0,2.931567328918322,0.0,0.0,0,0.06522,-0.60435,34.06261,9.83624,29.0,46.0,3105.0,0.0,0.11759,0.00037,0.0,0.0,0.5
YHR040W,2,5.764208970221698e-06,0.250478934444201,0.0004322440502257905,0.0,1.0,1.0,0.0,1,0.07377,-0.85874,47.80279,5.75946,64.0,55.0,34640.0,0.0,0.81827,0.00014,0.13471888792096168,0.1187244606175494,0.5593622303087747
YJL015C,3,2.8225324685296104e-05,0.2563877865974492,0.001196925738648917,0.0,2.0,0.0,0.0,1,0.14894,0.04362,46.12234,9.73688,4.0,14.0,20690.0,0.0,1.83565,0.00086,0.13471888792096168,0.0,0.5
YLR164W,1,0.0,0.22272093375210494,0.00010421645381098034,0.0,0.0,0.0,0.0,0,0.10714,0.15655,52.44226,9.45416,10.0,17.0,21805.0,0.0,1.17033,0.00051,0.0,0.0,0.0
YLR344W,2,9.630794490302177e-06,0.2460023629246994,0.0006059505236173938,0.0,1.0,0.0,0.0,0,0.03937,-0.55827,29.31969,10.57269,12.0,30.0,4470.0,0.0,0.31405,0.00074,0.0,0.0,0.5
YPR203W,1,0.0,0.22272093375210494,0.00010421645381098034,0.0,0.0,0.0,0.0,0,0.08824,-0.27941,30.47059,9.15875,11.0,16.0,6460.0,0.0,0.54905,0.00078,0.0,0.0,0.0
YHR043C,2,2.8072855824888805e-06,0.26043924138098307,0.0014286742891821999,0.0,1.4165680473372781,0.0,0.0,0,0.0813,-0.23293,18.27683,5.49542,33.0,29.0,25815.0,0.0,0.95031,0.0002,0.0,0.0,0.5
YHR045W,1,0.0,0.22447715616878822,0.00019823037717086933,0.0,1.0,0.0,0.0,0,0.1,-0.07554,32.09788,6.63544,59.0,58.0,82945.0,0.0,1.32307,0.00011,0.0,0.0,0.5
YHR046C,1,0.0,0.22290920165891145,0.00027938125528247077,0.0,1.0,0.5,0.0,0,0.10847,-0.24237,25.15525,5.14508,38.0,30.0,56225.0,0.0,1.71298,0.00016,0.0,0.0,0.5
YHR047C,1,0.0,0.2288448947514092,0.00041073435843281235,0.0,0.0,0.0,0.0,0,0.11332,-0.28329,36.96954,5.14801,114.0,88.0,157720.0,0.0,1.61497,5e-05,0.0,0.0,0.0
YNL192W,3,5.318860129621362e-05,0.2603039342106896,0.0017177503891296424,0.0,2.6618876941457588,0.0,0.0,0,0.12555,-0.36304,45.67837,5.85114,125.0,109.0,171380.0,0.0,1.31964,5e-05,0.0,0.0,0.5
YHR049W,1,0.0,0.26706093095716393,0.0009749574135262845,0.0,1.0,0.5,0.0,0,0.09053,-0.35473,32.09922,5.92633,34.0,29.0,24535.0,0.0,0.89744,0.00022,0.0,0.0,0.5
YHR050W,4,1.0557028409729726e-05,0.24034971340724132,0.0004201080414899765,0.16666666666666666,1.0,0.0,0.0,0,0.08925,0.36266,38.94849,5.66388,46.0,38.0,54165.0,0.0,0.90626,9e-05,0.0,0.0,0.5
YHR053C,1,0.0,0.22118709719615717,7.224983450688575e-05,0.0,0.0,0.0,0.0,0,0.03279,-1.05246,46.7459,5.68085,8.0,7.0,1500.0,0.0,0.22555,0.00085,0.0,0.0,0.0
YHR063C,1,0.0,0.2072782610329039,2.2551604739775805e-05,0.0,1.0,0.0,0.0,0,0.08443,-0.19789,42.97863,6.21613,44.0,41.0,36995.0,0.0,0.86395,0.00015,0.0,0.0,0.5
YHR067W,1,0.0,0.22508221588891972,6.456732430616712e-05,0.0,1.0,0.0,0.0,0,0.11786,-0.44321,50.83643,8.94196,30.0,37.0,42705.0,0.0,1.29195,0.00027,0.0,0.0,0.5
YHR068W,3,2.239484763799591e-06,0.2728046458503405,0.0024696611239663838,0.6666666666666666,1.8384991843393148,0.0,2.9,1,0.07752,-0.23773,33.5491,5.50128,55.0,46.0,46255.0,0.0,1.07841,0.00013,0.13471888792096168,0.0,0.5
YHR071W,1,0.0,0.2386553360811352,0.0007876251011198279,0.0,0.0,0.0,0.0,0,0.0917,-0.67642,43.32275,9.42023,22.0,33.0,33180.0,0.0,1.25365,0.00036,0.0,0.0,0.0
YHR074W,2,2.6347741410482786e-06,0.23809961154242992,0.000645178682654711,0.0,1.770949720670391,0.0,0.0,1,0.09104,-0.1986,46.24765,6.10931,87.0,79.0,94625.0,0.0,1.17277,8e-05,0.13471888792096168,0.0,0.5
YHR085W,3,0.000195442938518955,0.2481467052492374,0.0010919876306349227,0.3333333333333333,1.9952038369304557,1.0,2.017857142857143,1,0.05988,-0.38952,31.53862,9.53998,36.0,52.0,22055.0,0.0,0.58244,0.00025,0.13471888792096168,0.1187244606175494,0.5297524639888931
YLR356W,1,0.0,0.19849966822579743,2.7240725846806095e-05,0.0,0.0,0.0,0.0,0,0.07614,0.36396,27.61574,6.40094,13.0,12.0,9315.0,0.0,0.45661,0.00031,0.0,0.0,0.0
YHR087W,3,4.583487262938504e-06,0.24314908889097123,0.0007081599388690709,0.0,1.4150110375275937,0.5,0.0,0,0.08108,-0.47748,22.52532,5.04877,17.0,14.0,5960.0,0.0,0.49628,0.00042,0.0,0.0,0.5
YMR239C,2,1.5237979127427998e-06,0.2690543510733194,0.0021849292548358048,0.0,1.833720930232558,0.0,0.0,1,0.06582,-0.7276,37.08219,8.5932,73.0,77.0,43445.0,0.0,0.8035,0.00016,0.13471888792096168,0.0,0.5
YHR091C,1,0.0,0.1681488111449929,4.4613491916543876e-07,0.0,1.0,0.0,0.0,0,0.10109,-0.28725,37.75583,9.41266,64.0,84.0,80510.0,0.0,1.0925,0.00013,0.0,0.0,0.5
YOL088C,2,0.0001954380032158435,0.2024621216990889,1.6702278400859912e-05,0.0,2.0,1.0,0.0,0,0.10108,-0.47726,40.91661,6.12897,42.0,39.0,39390.0,0.0,1.21571,0.00019,0.0,0.0,0.5
YHR092C,2,3.04892609431191e-07,0.22845880833921628,0.0001356305375628802,0.0,0.0,0.0,0.0,0,0.14063,0.26233,40.96259,6.28168,49.0,47.0,111865.0,0.0,1.75037,0.0001,0.0,0.0,0.0
YJR048W,4,5.017436270622905e-05,0.2584376193164158,0.0009968697262628863,0.0,1.8398876404494382,0.0,0.0,0,0.09174,-0.80826,29.61284,9.46698,11.0,19.0,13325.0,0.0,1.09384,0.00078,0.0,0.0,0.5
YNL136W,1,0.0,0.23452209912410377,0.00026471050672478836,0.0,0.0,1.0,0.0,0,0.04235,-1.56871,60.18588,5.14862,101.0,79.0,34045.0,0.0,0.6893,0.0001,0.0,0.0,0.0
YLR365W,1,0.0,0.23132786027459035,0.00029779384105772235,0.0,0.0,0.0,0.0,0,0.09091,-0.11818,48.78636,10.90045,4.0,20.0,3230.0,0.0,0.25455,0.00086,0.0,0.0,0.0
YHR106W,1,0.0,0.21030599923133617,7.892018852836655e-05,0.0,0.0,0.0,0.0,0,0.0731,-0.11228,41.01845,6.41376,38.0,36.0,24910.0,0.0,0.67167,0.00017,0.0,0.0,0.0
YMR198W,7,2.152593406327647e-05,0.2790492968915262,0.007549595682714358,0.09523809523809523,6.407669021190716,0.3333333333333333,4.666666666666667,1,0.05556,-0.77828,46.4697,6.04132,104.0,96.0,33360.0,0.0,0.483,9e-05,0.13471888792096168,0.09594291819257511,0.5074865694432159
YPL241C,3,4.18962196806432e-05,0.24538789919127008,0.0011299189377573528,0.0,1.965071151358344,0.0,0.0,0,0.09328,-0.44104,46.98955,6.60553,37.0,36.0,10065.0,0.0,0.32776,0.00022,0.0,0.0,0.5
YJL010C,3,0.00014979786181310148,0.26837699532312137,0.0019070614590894002,0.0,0.0,0.5,0.0,1,0.09309,-0.52417,43.69204,8.22675,99.0,102.0,71905.0,0.0,0.92517,0.00011,0.13471888792096168,0.10612484556922272,0.5
YHR112C,5,7.006519236222797e-05,0.28808245892866563,0.010334360335295658,0.0,4.893008474576271,0.0,0.0,0,0.09524,-0.22566,43.36722,5.57587,50.0,39.0,45185.0,0.0,1.06456,0.00013,0.0,0.0,0.5
YPR145W,1,0.0,0.21234711276488039,8.435040051386211e-05,0.0,0.0,0.0,0.0,0,0.09965,-0.36783,39.28846,5.73077,83.0,68.0,95895.0,0.0,1.48745,9e-05,0.0,0.0,0.0
YIR021W,1,0.0,0.25773303115675683,0.0008965145745292027,0.0,0.0,0.0,0.0,0,0.09091,-0.15234,35.88815,8.90656,42.0,50.0,35045.0,0.0,0.84876,0.00022,0.0,0.0,0.0
YJL174W,2,1.513560817191931e-05,0.26011474019766134,0.0009196596593049036,0.0,0.0,0.0,0.0,1,0.11232,-0.22246,34.95507,9.26532,13.0,20.0,44725.0,0.0,1.49141,0.00031,0.13471888792096168,0.0,0.0
YKR032W,1,0.0,0.25773303115675683,0.0008965145745292027,0.0,0.0,0.0,0.0,0,0.18269,0.45192,38.61923,8.23041,6.0,8.0,30660.0,0.0,2.46988,0.00066,0.0,0.0,0.0
YLL054C,1,0.0,0.25773303115675683,0.0008965145745292027,0.0,0.0,1.0,0.0,0,0.11507,-0.15623,40.80002,6.10858,103.0,93.0,85745.0,0.0,0.87845,6e-05,0.0,0.0,0.0
YLR081W,4,7.768848630015663e-05,0.2777806800292373,0.004383948263962205,0.16666666666666666,2.85663082437276,0.0,3.2,0,0.13415,0.27526,42.03979,7.00458,45.0,45.0,116125.0,0.0,1.82514,0.00011,0.0,0.0,0.5
YLR112W,1,0.0,0.25773303115675683,0.0008965145745292027,0.0,0.0,0.0,0.0,0,0.14388,0.39065,48.13676,10.69867,4.0,19.0,16220.0,0.0,1.01892,0.00067,0.0,0.0,0.0
YLR136C,2,1.7355571353352423e-05,0.26950299207613104,0.001647950916711475,0.0,0.0,0.5,0.0,0,0.08772,-0.88912,44.03193,9.10431,28.0,39.0,36995.0,0.0,1.14486,0.00028,0.0,0.0,0.0
YLR461W,2,0.00039250842602912725,0.2578258696900814,0.0008971503793035131,0.0,0.0,0.0,0.0,0,0.09167,0.23417,18.25917,5.52887,10.0,8.0,15930.0,0.0,1.23579,0.00043,0.0,0.0,0.0
YML131W,1,0.0,0.25773303115675683,0.0008965145745292027,0.0,0.0,0.0,0.0,0,0.10411,-0.02712,26.22466,8.17291,40.0,42.0,51255.0,0.0,1.28216,0.0002,0.0,0.0,0.0
YOL002C,1,0.0,0.25773303115675683,0.0008965145745292027,0.0,1.0,0.0,0.0,0,0.14826,0.43502,31.84896,9.02704,23.0,32.0,61975.0,0.0,1.70832,0.00025,0.0,0.0,0.5
YOR175C,1,0.0,0.25773303115675683,0.0008965145745292027,0.0,1.0,0.5,0.0,0,0.15347,-0.22843,45.48456,9.51605,58.0,87.0,124315.0,0.0,1.72117,0.00013,0.0,0.0,0.5
YPL063W,3,9.39652969586168e-05,0.25975064159299877,0.0010062192879949127,0.3333333333333333,1.0,0.0,0.7142857142857143,1,0.10294,-0.74664,45.4263,6.75763,73.0,72.0,64415.0,0.0,1.1691,0.00012,0.13471888792096168,0.0,0.5
YPL277C,3,0.0,0.26972061400125713,0.0024150538092436538,1.0,2.360381861575179,0.0,0.0,0,0.0883,-0.31869,32.09548,5.41168,65.0,52.0,64620.0,0.0,1.18488,0.0001,0.0,0.0,0.5
YPR094W,2,2.4571519712519974e-05,0.2581047870228391,0.0009147559774241643,0.0,0.0,1.0,0.0,1,0.06542,-0.46636,42.83561,9.10712,11.0,21.0,10105.0,0.0,0.8242,0.00074,0.13471888792096168,0.1187244606175494,0.5
YOR215C,2,7.033137273191055e-06,0.2590924669400844,0.0018621410097940474,0.0,1.6686478454680536,0.0,0.0,0,0.07027,-0.52432,34.05081,9.60052,25.0,36.0,19940.0,0.0,0.9393,0.00045,0.0,0.0,0.5
YHR127W,1,0.0,0.24951843255415104,0.00044897266446857826,0.0,0.0,0.0,0.0,0,0.03704,-0.71358,28.23045,10.47284,22.0,43.0,13980.0,0.0,0.51527,0.00039,0.0,0.0,0.0
YJR008W,1,0.0,0.21992494625965028,5.021655916229746e-05,0.0,0.0,0.0,0.0,0,0.09467,-0.3571,29.71686,6.35309,38.0,34.0,59080.0,0.0,1.53529,0.00017,0.0,0.0,0.0
YHR132C,2,7.883574795859324e-06,0.2442395498531419,0.0004680235512148098,0.0,1.0,0.0,0.0,0,0.13953,-0.3914,33.63349,5.11627,61.0,41.0,103095.0,0.0,2.069,0.0001,0.0,0.0,0.5
YPL171C,1,0.0,0.2475581859621203,0.001768976189590092,0.0,0.0,0.0,0.0,0,0.1125,-0.43975,34.42552,5.40192,52.0,41.0,77030.0,0.0,1.71483,0.00012,0.0,0.0,0.0
YHR136C,2,7.524641134783172e-07,0.2322392753169256,0.0005712777960543398,0.0,1.792225201072386,0.0,0.0,0,0.08784,-0.94122,69.09122,5.95074,21.0,18.0,21680.0,0.0,1.27263,0.00035,0.0,0.0,0.5
YMR152W,3,7.281618696507722e-05,0.27072621849502093,0.0012959735539052242,0.0,1.725531914893617,0.0,0.0,0,0.13151,-0.37068,33.47674,7.63287,44.0,45.0,63635.0,0.0,1.52834,0.00018,0.0,0.0,0.5
YHR138C,1,0.0,0.24951843255415104,0.00044897266446857826,0.0,1.0,0.0,0.0,0,0.08772,-0.06754,30.28158,4.88019,17.0,11.0,9065.0,0.0,0.71085,0.00038,0.0,0.0,0.5
YIL023C,5,6.452265264810158e-05,0.25975064159299877,0.0009284452073368065,0.0,3.806411837237978,0.5,0.0,0,0.08671,0.43613,35.69197,6.55975,22.0,18.0,20440.0,0.0,0.54626,0.00018,0.0,0.0,0.5
YJL131C,1,0.0,0.21344168551109113,0.0001562659499560946,0.0,0.0,0.0,0.0,0,0.0618,-0.81376,37.34017,9.89825,46.0,75.0,28545.0,0.0,0.68849,0.00024,0.0,0.0,0.0
YOR316C,1,0.0,0.21344168551109113,0.0001562659499560946,0.0,0.0,0.0,0.0,0,0.07517,0.05581,39.44738,5.81317,44.0,28.0,44515.0,0.0,0.92442,0.00012,0.0,0.0,0.0
YHR144C,3,2.5122732671787627e-06,0.2667339291784153,0.001559427851550524,0.0,1.3384615384615384,0.0,0.0,0,0.07051,-0.28942,38.48974,8.15729,38.0,41.0,19170.0,0.0,0.53779,0.00023,0.0,0.0,0.5
YLR448W,1,0.0,0.214961821078057,6.031994874121071e-05,0.0,0.0,0.0,0.0,0,0.07386,-0.47614,27.6983,10.0777,18.0,36.0,12950.0,0.0,0.64795,0.0005,0.0,0.0,0.0
YHR151C,1,0.0,0.00019638648860958367,9.445535173122289e-13,0.0,0.0,0.0,0.0,0,0.11977,-0.14144,42.99772,5.07428,50.0,39.0,116990.0,0.0,1.95577,8e-05,0.0,0.0,0.0
YNL193W,1,0.0,0.00019638648860958367,9.445535173122289e-13,0.0,0.0,0.0,0.0,0,0.08423,-0.32401,48.48466,4.73175,83.0,52.0,54040.0,0.0,0.84548,7e-05,0.0,0.0,0.0
YLR132C,1,0.0,0.2337670939993166,0.00019327902152672767,0.0,0.0,0.5,0.0,1,0.1069,-0.46655,50.70552,6.45844,33.0,31.0,33975.0,0.0,1.00834,0.00019,0.13471888792096168,0.10612484556922272,0.5
